39666584_394551333099163649 x	@Ike58Reese Didn't like that call #toosoon
39666584_390223493994151936 x	@ezraklein Obama needs to do the right thing and break the tea bag fever! Bring The House back until they pass a clean CR
39666584_390205868064911360 x	@robertcostaNRO @ezraklein The tea party has Boehners nuts in a jar and they won't give me back! #eunuch
39666584_390205167809093633 x	@daveweigel @emmaroller Lonegan is a mess. No self respecting NJ voter is going to vote for a racist homophobic confederate flag waving dope
39666584_390170137170812928 x	@daveweigel @samsteinhp don't be a tease
39666584_390044439101845504 x	RT @WillFerreI: I wasn't mad. Then you asked me 10 times if I was mad. Now I'm mad.
39666584_390044387058941952 x	RT @PearlJam: Happy release day everyone! #LightningBolt
39666584_389850646859763712 x	@MLB And if my aunt had balls she'd be my uncle. #dodger #faceplant
39666584_389786302457335808 x	RT @WillFerreI: You don't give up on someone you love.
39666584_389547703375790080 x	@WillFerreI you suck
39666584_389539999697600512 x	@Ike58Reese and he does it with no name receivers
39666584_389539726979776513 x	"@WillFerreI: RT IF YOUR TEAM WON TODAY"
39666584_389484003205853184 x	@ezraklein thank the tea party
39666584_389473255880683520 x	@billmaher I'm sure all the whores from Long Beach are disappointed
39666584_389453047296167936 x	RT @WillFerreI: Obesity: When you buy a hula-hoop and it fits you.
39666584_389437967024291841 x	@LesBowen shady's run helped a wee bit
39666584_389429169115131904 x	@Tim_McManus um #deadlink
39666584_389416203468685312 x	@robdelaney @Leeeezy Obama loves teh gays and muzzlooms
39666584_389392645644365824 x	RT @WillFerreI: #ThingsThatAnnoyMe: People who smile before 9am. They can't be trusted.
39666584_389392590094995457 x	@WillFerreI fat people in the morning annoy me
39666584_389381310374232064 x	RT @WillFerreI: The longest five seconds of anyone's life is waiting to press the "Skip Ad" button on YouTube.
39666584_389381227368964096 x	@GervaisVids @rickygervais Louie is the shit now but you're a close second
39666584_389380672026337280 x	@WillFerreI LOL
39666584_389345581807960064 x	"@WillFerreI: That son of a bitch moment when you're walking around the house with socks on and step on a random wet spot. I hate #wetspot
39666584_389330914595319808 x	RT @WillFerreI: Overprotective parents tend to raise the best liars.
39666584_389190015395590144 x	@WillFerreI snorting meth again?
39666584_389189811095216128 x	@WillFerreI is that before or after they blow snot in your dish
39666584_389164555286634496 x	RT @WillFerreI: RETWEET FOR A S/O
39666584_389047957225738240 x	"@daveweigel: Beck comparing Cruz, Lee, and Paul to Charles Sumner and his fight against slavery http://t.co/8xLfnKqA8I" What a crowd.
39666584_389015012104482816 x	sleepy tyson http://t.co/rCTWv6gwAD
39666584_388843669572571136 x	Beltran is money #birdsonabat
39666584_388842930091589633 x	@CrossfireCNN @CNN @newtgingrich is CNN really serious? Is this their attempt at comedy?
39666584_388830246805716992 x	@CitizenCohn @LOLGOP the Tea Baggers think they're winning #embarrassing #evenbyGOPstandards
39666584_388829132635000832 x	"@WilliamJDobson: I wonder what Malala thinks of that Nobel Peace Prize winner's use of drones." #bitter #jackass
39666584_388828356801994752 x	"@NickMcIlwain1: @PearlJam catalog, Elderly woman Behind The Counter In A Small Town. Wow!!!!!" I knew that! How's the venue?
39666584_388811435025129472 x	RT @robdelaney: .@RealBenCarson your nuts. Obamacare is WAY worse than slavery. Some "brain" surgeon you are. Did you touch a dumb brain & ?
39666584_388811032329994240 x	"@LOLGOP: The real indignity of slavery? The website problems that slowed people as they desperately tried to sign up for it." #slaveprobs
39666584_388810877052669952 x	RT @LOLGOP: The real indignity of slavery? The website problems that slowed people as they desperately tried to sign up for it.
39666584_388802604824027136 x	"@ByronYork: GOP congressman: 'Most have us have no idea what is going on or what to expect at this point.'" GOP leadership is nonexistent
39666584_388792718354554881 x	@ezraklein starve the beast will be their new strategy. Make sure it takes in less than what it spends #entitlement #reform
39666584_388715169045831680 x	@ChadPergram @daveweigel will boehner take one for the team? #speakerprobs
39666584_388714545650626560 x	@sullydish stop with the call to fire sebelious. The IT folks that designed the federal exchange site need to be canned. #ITprobs
39666584_388692550313607168 x	@daveweigel @GeeDee215 I'm okay with that
39666584_388689437322117120 x	@phillyinsider @phillydotcom @chefjosegarces sweet
39666584_388670696500764672 x	RT @Phillies: Want to be a 2014 #PhilliesBallgirl? Still time to send in applications! Click on the link for more details.  http://t.co/GeE?
39666584_388661601601339392 x	@DouthatNYT @ezraklein the GOP is a mess.  There is a difference between defunding an unpopular war and shutting down gov't over the ACA
39666584_388660849239666688 x	RT @PaulBegala: Gallup: GOP has the lowest favorable rating ever measured for either party.  Ever, ever, ever. http://t.co/T73RF5UCva
39666584_388631992214228992 x	@ImDannyMcBride just finished episode 2. Great shit!
39666584_388628933627117568 x	@ImDannyMcBride follow me bro
39666584_388483837409628160 x	@jpodhoretz scary stupid
39666584_388343233287557120 x	@jpodhoretz they stabbed themselves.  You just twisted the knife
39666584_388095624769724416 x	RT @jaysonst: Wainwright hadn't walked a hitter in his previous 3 postseason starts. Tied Mark Buehrle for longest streak in postseason his?
39666584_388041370696695808 x	@rickygervais tge original Golden God
39666584_388031089706827777 x	RT @BarackObama: Retweet if you think it's time to let the 800,000 furloughed workers get back to work. http://t.co/kKcaYhDaPd
39666584_388030438637576192 x	@jpodhoretz reminds me of Mittens unfavorability ratings #notwinning
39666584_388009982681448450 x	@marcmaron Whatcha got?
39666584_387982759081541632 x	@PlzProceedGOP @JebBush @bushcheney2016 sane republican? lol.....
39666584_387982157324771328 x	@rickygervais Meh
39666584_387641883356577792 x	@DouthatNYT @chrislhayes These numbnuts don't even know what they're "fighting" for anymore. #GOPShutdown
39666584_387399216206970880 x	@RealGlenMacnow again!
39666584_387390340149567488 x	@Ike58Reese MnM
39666584_387390196402360320 x	Geno is cuttin up the dirty birds #Jets
39666584_387381963088470016 x	@NickMcIlwain1 @PearlJam pretty friggin cool
