359528306_239866134260764672 x	@Jiwan23  What do you write in the dirt before each AB?
359528306_241016409059115008 x	@Trevmay54 I'll be there.  It'd be funny if Dusty told Babe Ruf he's getting a well-deserved day off!!!  A Baseballtown riot!
359528306_240943648265617408 x	@HighCheese If not, I think that we are not far off from seeing what Caesar Hernandez can do.  He is just as slick in the field..
359528306_240623709629595649 x	@AnthonyBurkhart FYI, that was not over the sign.  I saw the guy get it!  Fox's was over sign.
359528306_240621376879333378 x	@mldrago @AnthonyBurkhart. Anyone know the baseball record for HR in a calender month?
359528306_240608120542470144 x	@mldrago @AnthonyBurkhart  Shreve's hustle results in 3 runs so far.
359528306_240555997800828929 x	@philly_sports_  Only 2 series left in EL regular season.
359528306_240551992550907904 x	@philly_sports_ Ruf has 18 HRs this month, a 1.000 slug, and has only been intentionally walked twice.  Another reason to like AA ball.
359528306_240270414448836608 x	@Trevmay54  There techincally is no grace period in PA, but I think its only trouble if it was unregistered, not late with renewal.
359528306_240266144697708544 x	Thanks @Trevmay54  for a wonderful night in Baseballtown...always fun to watch a dominating pitching performance!
359528306_240252549284904960 x	@jrfingerCSN And May got a Philly boo for lazily running out a ground ball.  Typical!
359528306_239936268350414849 x	RT @Trevmay54: AT 3250 followers i will give away 7 cards and three signed balls to random retweets of this tweet. At 3300, Ill choose f ...
359528306_239867661612376064 x	@TysonGillies21   Did you and @Druf15 have money on the small food race tonite?  Saw you watching... LOL.
359528306_239536498456813568 x	@KevinCooney The drawbridge to Paplebon worked tonite.
359528306_239148601463406593 x	@JSalisburyCSN  Ruff with 34.   Babe Ruff.
359528306_239091424430284801 x	@magelb Odd move, but I guess they are grooming Valle and Joseph a bit more, and using them for the teams in a playoff race!
359528306_238431399076560897 x	@KevinCooney  Did you do Model UN at Father Judge?
359528306_237941287817469952 x	RT @PhuturePhilz: Phillipe Aumont called up to Philadelphia. Jeremy Horst to the paternity list.
359528306_237941205730725890 x	@georgejaudi  I guess it wasn't meant to be a "bachelor pad"....or was it????
359528306_237708583213625344 x	@IronPigs  I have ticket for tomorrow - is that good for both games?
359528306_237708397393362944 x	@jschulermc One ticket needed for both, or will both tickets be honored?
359528306_236876435732709376 x	RT @PatrickMcEnroe: #SaveCollegeTennis. On it
359528306_236587380524605440 x	@magelb  Better than, "you complete me." ?
359528306_235936235577806848 x	RT @_TommyJoseph_: We need to get #TheRealAdamMorgan on twitter! If we get 105 Retweets we've got him! Let's go #PhilliesNation @RPhils  ...
359528306_235913749951811584 x	@jnorris427  Ruf just gunned down an attempted double...
359528306_235514272178905088 x	@CrashburnAlley What about Ellsbury?
359528306_235175781066760193 x	@philly_sports_   How about a Mayberry for Ruf trade?
359528306_235175333677133824 x	@ryanlawrence21 0 for 15?  That's Ruf.
359528306_235058921205805056 x	@georgejaudi Can't wait - must see BCTV!!!
359528306_233854801283272704 x	RT @Trevmay54: THERE IT IS, RETWEET this for a chance at a Signed Game Used GLOVE!!!!
359528306_233271792817537024 x	@ChrisCarrabba West Chester - Heaven is Here
359528306_233186794575892481 x	RT @IronPigs: RT this:  Sign-up now for iRUNpigs 5K, 1.5-mile race and Piglet race on September 16th and receive t-shirt! http://t.co/ku ...
359528306_232651198501621760 x	@magelb  nothing more annoying than hearing Wheels say lefties like the ball down.  Every night.
359528306_232646248497307648 x	@CrashburnAlley @PhreshPhillies. Or Jacoby Ellsbury
359528306_232570943363497984 x	@Jiwan23 Maybe you should ask @jillianbmele - she is my source for Philly traffic!
359528306_231566601567236096 x	RT @bizmarkiedesade: The hell are you doing, boy? Is your name Play Baseball? No! I named you Wade Boggs! Now get back into that swamp b ...
359528306_231480442199621632 x	@CMCKENDRY_ESPN Will the match be shown live on TV?
359528306_231421797675986945 x	@CoreySeidman How about Jacoby Ellsbury?
359528306_231225056297119745 x	@Trevmay54  Is DJHeyBeef making an appearance in baseball town this weekend?
359528306_231028802766123008 x	RT @IronPigs: Win a Diamond Necklace, 2013 Season Tickets and more during tonight's @IronPigs game! Tix still available: http://t.co/gwp ...
359528306_230819392592678912 x	@magelb @JSalisburyCSN  Is the organization high on Cody Asche?   Putting up good numbers here in Reading since the break.
359528306_230819045518229505 x	@ryanlawrence21 How far off is Cody Asche?  Putting up decent numbers on Reading since the break.
359528306_228652271469219841 x	@cody_smasche Railroad House - not much else on a Thursday in Baseballtown!!!
359528306_228630339457802240 x	@Trevmay54 Why are you trying to look at photos of singles age 50+????
359528306_228293295514726401 x	@ShaneVictorino Franklin...
359528306_228145183907270656 x	@ryanlawrence21 No Cole in the lineup?  For $144 million, don't you think he could at least  play every day!!!!
359528306_227413258951344128 x	@howardeskin Removing wins since 1998 is arbitrary. No cheating.  They're removed b/c he's a bad person.  So why not remove them all?
359528306_227206664850403328 x	@BrianSeltzer do you have the pitching probables for the beginning of the homestand?
359528306_225716713952530433 x	@PatGallen_975   "Good game.  Let's go....oh crap, we still have to pitch to them, don't we."  Pence to Perlozzo
359528306_224818296829116416 x	RT @MLBFanCave: Retweet this tweet if this amazing catch by @Phillies prospect Jiwan James is the best you've seen all year: http://t.co ...
359528306_224664409375645696 x	@Trevmay54 @Jiwan23   Seen it a hundred times, still no clue how ball ended up in hand!! Any insight?  #itsmagicnotbaseball
359528306_224397802875260928 x	@Jiwan23 Just saw your play out here in Denver.  Congrats...
359528306_224358742488129537 x	RT @RPhilsPR: The HD catch of @Jiwan23 catch from tonight's game. Best catch you will see this week. Period. http://t.co/uBbFCmaz
359528306_224341986956681216 x	@RPhilsPR @Jiwan23 can't see it!
359528306_223973319207170049 x	@jrfingerCSN Good call
359528306_223969952460308481 x	@brookob Great nite for Mayberry.  Picked off.  Embarrassed on left.  Caught looking.  #useless
359528306_223941676559900672 x	@ryanlawrence21 Once again, we are up against Cy Young.  Making me regret my flight to Denver!
359528306_223562426061295617 x	@ryanhoward On my way out to catch the series from Philly...start the second half strong!
359528306_222815678888017921 x	@magelb higher average--obvious superior defense.  #choochshouldbestarting
359528306_221329875997425667 x	@CMCKENDRY_ESPN yet somehow Tiger potentially missing a cut is getting top story spot on ESPN...
359528306_219272116883828737 x	@BrianSeltzer What happened in the top 4th with that attempted steal and over-throw...was there an attempted appeal at third?
359528306_217061376433205248 x	@ryanlawrence21 @jakemkaplan @RobMaaddi What is the most any starter has been paid per victory, without a season-ending injury?
359528306_217055462363897856 x	@ryanlawrence21 more like, "catcher moves back in order to catch ball..gets in Pence's way..contact happens.". Very interesting, indeed.
359528306_217052831969050624 x	@ryanlawrence21 he wasn't seeking contact..he was trying to score.  He had no options unless he knew the ball would be missed.
359528306_217050083294855168 x	@Buster_ESPN Runge must be off his game.  There is already a hit.
359528306_216643674115805185 x	@tpanotchCSN tweeting and driving?
359528306_216306788147011587 x	@ryanlawrence21 I have money on Wheels' hair piece.
359528306_215512677873745920 x	RT @Phillies: IF THIS TWEET gets 100 RTs, we'll give away a signed Ruiz cap! And don't forget to #VoteChooch to the #ASG here: http://t. ...
359528306_214007088496652288 x	@magelb thought Charlie would send message by having Cliff Lee hit in an AL park.
359528306_210218762316677121 x	@Buster_ESPN why RT that?  Is there an inside joke I am missing?
359528306_210188428493590529 x	@Ike58Reese Time to hire BDawk as the phillies bench coach.  #needsomefire
359528306_208646781007966209 x	@brookob I think you mixed up the bottom half of the lineup with AAA.  When you get a chance, can we get the whole Phillies lineup?  Thanks.
359528306_207635086508687360 x	@ryanlawrence21 that was a vintage pat burrell shea stadium swing.  Too bad it was by hairston.
359528306_202036128914747394 x	RT @ReillyRick: Mark Zuckerberg, who turns 28 today, could buy every NHL team, using cash, twice. Suck on it, @darrenrovell.
