911414431_376735729306464256 x	Great to be back in the home of Champions! #steelers http://t.co/9c7e9Z9oX3
911414431_371434261879848960 x	TResch in MLL championship tomorrow at PPL I'm in.
911414431_371222075232747520 x	@_Shink_ do u need me to pick u up
911414431_370961713450868736 x	@B_McGoon5 good luck #5
911414431_370730670156300288 x	Crackerman by STP is such an awesome song.
911414431_370723679140724736 x	@Conorresch34 good luck at Yale you'll kill it
911414431_370721196305686528 x	@Conorresch34 im at halligan's come on over
911414431_369207313573220352 x	Goodbye Michael, good luck at Mount, very proud of the man you are. I will miss you.
911414431_367111504241647617 x	RT @phillylacrosse: .@LaSalle_Sports 2014 MF @HU_DAT_hudak of @TwistLacrosse has committed to @BrownLacrosse @ReQRuitme
911414431_366502784851394561 x	@Stop_N_Shink25 one last circle jerk
911414431_366502387529166848 x	@lom4494 @uberfacts @jlambo9 @littlelambo91 that explains the bad grades
911414431_363629945165471744 x	@nolanSAINTLEWIS now there's a surprise
911414431_363129239370870784 x	@mastynick88 what he said
911414431_362765465417822208 x	@nolanSAINTLEWIS guessing you didn't buy that
911414431_362764867855323137 x	When is shark week?
911414431_362380823082708994 x	@Stop_N_Shink25 not when you have a life #getalife
911414431_357819872694521856 x	RT @frankblust25: Happy Birthday to the one and only @aromano12
911414431_356730522556317696 x	?@LaSalle_Sports: #LaSalleHockey - Congrats to former forward Ron Greco on officially becoming a member of the NAHL's Topeka RoadRunners.?
911414431_356584924310028289 x	So bummed I missed Sharknado
911414431_353318333308870659 x	RT @UberFacts: The lines on a red Solo cup are actually for measuring. http://t.co/Qpv5aZKQyt
911414431_353317815593336833 x	?@nolanSAINTLEWIS: Anybody selling a Zac Brown band ticket? #zbb?zach brown is selling a lot of them
911414431_353316271925903360 x	RT @JayPaterno: This pic was taken at Sunset before July 4 Fireworks in Happy Valley & was sent to me. http://t.co/H7B3Cb1UK6
911414431_353005593985957890 x	Picking my daughters up downtown tonight was like having a beehive shoved down my crotch. An absolute cluster fuck.
911414431_352750374924460032 x	@SeansColeWorld take him out!
911414431_352473639691616256 x	@nolanSAINTLEWIS @rattmambo matt, it is
911414431_351901869423071233 x	@michael_t_BLEH I'll kill it, if you bring it to my house
911414431_351877527020646400 x	?@Stop_N_Shink25: Back in the greatest country in the world #Merica?shit he's back
911414431_351820462654898176 x	RT @MountAthletics: Northeast Conference Adds Hobart College As Associate Member In Men's Lacrosse http://t.co/ONuCdBwIHZ
911414431_351541856556945409 x	RT @RandyJMiller: #Flyers top pick Sam Morin: "I've gotta a very hard shot. I'm tough. I can fight anyone."
911414431_351541658057326594 x	?@michael_t_BLEH: We would get caught on the train coming back from the gay pride parade?George luved it!
911414431_351541240334004225 x	@JimmyLodge So glad @michael_t_bleh and I took the train up to watch you get drafted.  You worked your butt off since mites.  Good luck Jet.
911414431_351332587693805569 x	No little boy ever loved hockey or worked hard than Jimmy Lodge. Today is the payoff, you earned it. Good luck in the draft today. #jrflyers
911414431_351315145114394624 x	@Stop_N_Shink25  MSM baby!
911414431_350942184746389506 x	@nolanSAINTLEWIS Dave blow you just drank a lot
911414431_350812539308871680 x	@Stop_N_Shink25 How's my boy Kelton
911414431_350807935846318082 x	?@MontCoSports: NHL Draft: Flyers could move up to snatch Nurse http://t.co/g3FE5YjLzO?I remember my son playing against Nurse up in Tronoto
911414431_350812274656686080 x	@Nick_SwagyP @montcosports we knew that back then
911414431_349714273867538432 x	@Stop_N_Shink25 I'm sure they hate you too
911414431_349321295822995456 x	@Conorresch34 when you get a vasectomy you smell smoke coming from your nuts!
911414431_349319243185135618 x	@nolanSAINTLEWIS always did
911414431_347548102204477442 x	The Rambo kid is corrupting the Michael T kid. #giggilo
911414431_347182979933691904 x	@Stop_N_Shink25 @nolansaintlewis but hetero!
911414431_347182128892620801 x	?@nolanSAINTLEWIS: Mike miller: hold mah dick?who's mike miller and why do you want him to do that? Are you gay?
911414431_347159522948812800 x	?@phillylacrosse: LaxPower National Boys' Ratings: La Salle finishes No. 3, Malvern Prep No. 6 - http://t.co/d21drOZ6pF?well deserved
911414431_346391528954032129 x	@rattmambo blew
911414431_346371326493212673 x	?@Stop_N_Shink25: So I pissed on my own coffee table last... #rambogradparty was a Hugh success I would say?pictures to prove it
911414431_345535171002503169 x	@nolanSAINTLEWIS Nolan,Nolan,Nolan, you let me down my man. The boys almost got thru the week. #ghostsinthehouse
911414431_345505340596576257 x	?@Conorresch34: #TeamCited?ouch!
911414431_344846177608556545 x	Under Armour High School Power Rankings - 06/12/2013 | http://t.co/m6ZsXmAgZO http://t.co/sxMxp9IOYH via @Inside_Lacrosse
911414431_344773188883980288 x	a few more days until the big event
911414431_344480499546333187 x	RT @nolanSAINTLEWIS: Teddy brewskis https://t.co/SZ9dQY1BvZ
911414431_344049136246587392 x	?@Conorresch34: "I'll drop a beat on that ass" - butch the black security guard @andrewgrajewski @mattykru22?Oh No
911414431_343704389900447744 x	?@frankblust25: @mrp_pascali where's the kegger tonight??Ocean city all week
911414431_343690284636454912 x	?@ucanthendelthis: @rattmambo enjoying a ride at the "lickity lick" he sent this pic to mom and memom http://t.co/DJkK02YQgW?outstanding!
911414431_343549272299544577 x	Counting the minutes until 10:30 so I watch the game again on PCN.
911414431_343548415709425666 x	?@LaSalle_Sports: #LaSalleLacrosse - Michael T. Pascali scores in transition for the Explorers. Lasalle leads 9-2.?like to frame this tweet!
911414431_343368432881901569 x	@nolanSAINTLEWIS Nolan are you taking the highway out to Hershey?#Hersheyhighway
911414431_343347568010469377 x	RT @jacktauteri: Michael t pascali is my fuckin boy
911414431_343340615691538433 x	@Conorresch34 Win today and you all will walk together forever!
911414431_343340168675225600 x	@SeansColeWorld Win today and you all will walk together forever!
911414431_343339870934151168 x	@rattmambo Win today and you all will walk together forever!
911414431_342808772336549888 x	I'm goin thru Nolan Lewis vine withdrawal. #vineme
911414431_342953689679548416 x	?@nolanSAINTLEWIS: @mrp_pascali my camera broke dude #novinenolan?I"ll run a fundraiser #starving
911414431_342594637699096576 x	Waking up and seeing another Penguin's loss is like new presents under the tree on 12/26. #crosbysucks
911414431_342236363497803776 x	RT @MontCoSports: PIAA Boys Lacrosse Semifinals: La Salle sets stage for state final rematch http://t.co/GuaUHdEoFO
911414431_341038879643672577 x	RT @joeybats14: #LaSalleLacrosse is dope. No one can even compete.
911414431_340881002085883904 x	My sons friends are some the best kids I ever met. #winners #lschs2013
911414431_340600640688504833 x	@SeansColeWorld we need to give GV the same treatment Mieko gave that swan #mauled
911414431_339884550006132736 x	@michael_t_bleh way to strap a set of balls on dude.
911414431_339829942294556673 x	RT @HarringtonBrian: Heartfelt prayers sent to the family and friends of Kip Taviano and @Fords_Lacrosse from the LaSalle HS community. May?
911414431_339829639323205632 x	RT @phillylacrosse: UPDATED: Lacrosse community mourns death of Haverford School lacrosse player Kip Taviano - http://t.co/FtGgzgyUdZ
911414431_339182705910620162 x	?@nolanSAINTLEWIS: How the hell do I lose a pair of shoes?go back and look at your vines, you'll understand#idon'tknow
911414431_339178026426306560 x	Ben Revere has giant balls!
911414431_339169716893515777 x	@rattmambo get some rest big dog, Nolan rules!
911414431_338038387946708992 x	I luv Nolans vines!
911414431_337723634577702913 x	RT @LaSalle_Sports: @CSNPhilly Official Release:The #LSCHS Class of 2013 features 55 NCAA Recruited Athletes http://t.co/ddenaXV7lj  http:/?
911414431_337425626875170816 x	In case I forgot to say this tonight FTP!
911414431_335890793946554368 x	@B_McGoon5 Sorry I am not there #5 my family left without me and I have no car. Please tell your folks I'm sorry. #dmids
911414431_335893730466881536 x	@mrp_pascali @b_mcgoon5 seriously
911414431_334851219275251713 x	@vinny_p26 flunk your finals and you could come back
911414431_334847065085579264 x	@frankblust25 @menshumor @phans77 @jlambo9 BTW great punch!
911414431_334843101149544449 x	@nolanSAINTLEWIS @michael_t_bleh happy birthday Nolan!
911414431_334634746430750720 x	RT @LaSalle_Sports: #LaSalleLacrosse - 9 players named to 1st All-Catholic team, Matt Rambo named league MVP. Full list here http://t.co/Pm?
911414431_334629490737180672 x	@Conorresch34 congrats on all catholic!
911414431_334626786556129281 x	@B_McGoon5 Congrats on all catholic. d mids!
911414431_334625098302623744 x	@rattmambo Ramrod congrats on league MVP!
911414431_333439680995553281 x	?@the_BIG_Willy8: Omg!!! https://t.co/i3iurKVmWL?my son hangs out with losers, guess that makes him a loser.
911414431_332987353419370496 x	Drew Supinski thanks for avenging our loss to EA, glad I came to watch you rip ched!
911414431_332253985153105921 x	@nolansaintlewis actions have consequences
911414431_331952854879309824 x	?@USHL: With the 5th selection, @RidertownUSA select forward Nicholas Master from Broomall, PA #USHLDraft? Proud of you Nick!
911414431_330639625041367041 x	My first thought today was. FTP
911414431_329370181392556034 x	@thereal_higgy Higgins gets all credit!
911414431_329367669247705088 x	Just saw Bergman on sportscenter! Nice
911414431_329366080936091648 x	@nolanSAINTLEWIS congrats
911414431_328649552011853824 x	Dude where's the picture of me and you from saturday
911414431_328691889341599744 x	@katie_pascali  that was meant for my homey nolan
911414431_328691612509155329 x	RT @nolanSAINTLEWIS: @mrp_pascali it's the boys http://t.co/GzkxAPeUR3
911414431_328652488750292992 x	@nolanSAINTLEWIS dude get that vine of ramrod downing a rollingrock off twitter. Not good
911414431_328647371196088320 x	?@toe_soup19: #selfiesunday http://t.co/9nwF21uh58?nice
911414431_328602780212264960 x	RT @LaSalle_Sports: @Inside_Lacrosse  #LaSalleLacrosse - Stefan Bergman Scores 80 yard Goal vs Haverford: http://t.co/mdsz7mBf8Q
911414431_328477218760175616 x	?@ASAP_Rocco24: Best part if my day was meeting the worlds tallest teenager. #bubbles. Thanks to @higgie_smallss?bubbles is my girl
911414431_328246917542866944 x	?@rattmambo: My team is the shit? it's getin better, too many goals against, terrible on gbs
911414431_327918911892897796 x	RT @Inside_Lacrosse: Virginia puling away in this one. Less than 10 minutes left, UVa 10, UMD 5. http://t.co/J0rMYaNmrI
911414431_327918646481539072 x	?@Conorresch34: https://t.co/fwaGy0soJW?sausage fest
911414431_327917714242928640 x	?@lschs: La Salle Wins High School Boys' Distance Medley Championship of America #LSCHS http://t.co/arOOdVbJrj?awesome!
911414431_326874055502331904 x	@nolanSAINTLEWIS @lil_bmac who's b-mac?
911414431_326872626452643841 x	?@nolanSAINTLEWIS: Shout out to @DatPiffani33 on his stellar performance in his game today #hatty #gbsfordays #baddog #bington?15 GBs!
911414431_326870758183800832 x	@Conorresch34 and "I'm baked so who cares"
911414431_326513217830526977 x	@DatPiffani33 10 gb's, #no longer disappointed
