341893844_394641207416328192 x	I need a Halloween costume
341893844_391237085220597760 x	RT @KNegandhiESPN: My audience this morning- Phoenixville Area Middle School.. Over 800 kids.. Good to be home! http://t.co/4HCH3AuuDo
341893844_390998197038252032 x	Straight downhill
341893844_390928224546746368 x	RT @evilbillobrien: #TBT (Photo by: @rysChen) http://t.co/kb35AgqdTs"
341893844_390859985867247616 x	Just at least let it be a good game tonight #flyers #pens
341893844_390553409356832768 x	John Q is on. Done
341893844_390264202440740864 x	RT @FlyersNation: Remember those 10 seconds the #Flyers were winning? Good times.
341893844_390229736515198976 x	RT @NHL: .@28CGiroux uses lavender tape tonight as @NHLFlyers host their #HockeyFightsCancer Awareness night vs. Vancouver. http://t.co/JIZ?
341893844_389574624646021120 x	What a great weekend
341893844_389567423353204736 x	RT @evilbillobrien: What a shot! RT @OnwardState: Stunning Beaver Stadium shot from @cvmikesisak. It truly was a perfect night. http://t.co?
341893844_389460248714833921 x	Michigan still sucks
341893844_389453632015699968 x	RT @SportsNation: If you're watching Jets-Steelers, you've probably fallen asleep by now.
341893844_389231115116236800 x	@bradleyj143 dude where are you
341893844_389228067484626944 x	Noone is sleeping in state college tonight.
341893844_389226874226094080 x	RT @slickrick717: It's 11:06 and Michigan still sucks
341893844_389044047614332928 x	@Rachael_Nez anytime you're very welcome
341893844_388813524388302848 x	RT @TheSchoolPhilly: #cawlidgehockey #wearepennstate http://t.co/RvbUN2VZDR
341893844_388804431384686592 x	Loving this free NHL center I've till the 19th #flyers
341893844_388800946857598978 x	You can feel buzz outside #homecomingweekend  #michigan
341893844_388785757064019968 x	RT @BailsDeuces5: The wait is finally over can't wait to play in the loudest rink in #cawlidgehawkey  tune into BTN at 8pm Eastern if you c?
341893844_388781857200168960 x	RT @SE_FTK: THON 2014: Redefine the Possibilities! So excited can't wait to see all THON 2014 does!
341893844_388781547224330240 x	RT @penn_state: RT @THON: The THON 2014 theme is... Redefine The Possibilities! http://t.co/ZjaEGPlgKn
341893844_388766831521325056 x	RT @OnwardState: "It's not just a great day for hockey, it's a great day for all of Penn State." http://t.co/KH8a01UPeZ
341893844_388766696292368384 x	@Maggie_Kelly @CheeseSHRADER god no
341893844_388714854133297152 x	This girl has some balls walkin around with a Michigan sweatshirt on Michigan weekend
341893844_388715767954690049 x	@Grizz524 #bigtenfootball #D1sportsproblems
341893844_388699962647007232 x	?@chrisdelia: The world premier of my 1 hour stand-up special "White Male Black Comic" comes out Dec. 6 on @ComedyCentral.?@ryswangthang
341893844_388531180775407616 x	Ready to see my family this weekend #homecoming
341893844_388479635010625536 x	@AGiannetti13 ??????
341893844_388480269323632640 x	@AGiannetti13 ????????????
341893844_388479509135364096 x	Can't wait to see my sis @kategrejdus and @Rschubes this weekend and @cheese_8487 @MargitLD again #homecoming #michigan #family
341893844_388435923949850624 x	Welcome homecoming weekend
341893844_388370331234484226 x	RT @SportsCenter: QUACK QUACK! Jonas Hiller will wear this awesome throwback Mighty Ducks mask Oct. 13. (via @thegoalieguild, @airxess) htt?
341893844_388370261281865728 x	@Grizz524 no you didn't...
341893844_387957991238291459 x	@_McRae10 I need to catch up
341893844_387712611632312320 x	RT @MattBarkley: Enjoying this beautiful sunset God has painted tonight in #Philly http://t.co/YQLMT9bmjA
341893844_387704401911361537 x	?@BroadStHockey: Penguins forward James Neal injured himself ? during a wiffle ball game http://t.co/x4BZcVm659? the REAL DEAL Neal!
341893844_387677536437927936 x	Gonna be an interesting flyers game tonight to say the least..
341893844_387638110731132928 x	RT @TheSchoolPhilly: 9-story wizard staff at the Meridian to get you ready for @PSUHOMECOMING (via @theCHIVE) http://t.co/1xnDozCxZf
341893844_387622422146727936 x	RT @FauxChief: #TeamMeeting - showing the boys video of me whooping Brendan Shanahan's sorry ass.  Do what you want boys, that sumbitch fea?
341893844_387427729907646464 x	RT @fakelavy: Farewell Philly #JAM http://t.co/b37Z2LtkUL
341893844_387405850308259840 x	?@_McRae10: Sox are about to shut it down? oh word?
341893844_387403200267313152 x	RT @PSUStormChase: Tonight's sunset from the roof of the Walker building at @Penn_State! Beautiful weather here the rest of the week! http:?
341893844_387383689711464448 x	Craving kiwi
341893844_387385800583041024 x	@mjkilcoyne3 kiwi lets go
341893844_387387010744606720 x	@mjkilcoyne3 alright let's go
341893844_387385857751416832 x	@thecityofPOMPEI don't hate
341893844_387352596077629440 x	RT @FightinForPHI: Easily the greatest moment under Laviolette's tenure and one of the greatest in Philly sports history. http://t.co/frHEn?
341893844_387328171655593984 x	RT @dom9brown: I want to thank everyone for this season. I'm very honored to be one of the nominees for the Hank Aaron award #vote http://t?
341893844_387287301048762369 x	RT @fakelavy: http://t.co/vMq5h1Dy3t
341893844_387274025162264576 x	RT @fakelavy: http://t.co/8fr6dVwKGI
341893844_387241310933237760 x	RT @FightinForPHI: Andy Reid: GONE Doug Collins: GONE Charlie Manuel: GONE Peter Laviolette: GONE  Not exactly a good year for Philadelphia?
341893844_387240380204584960 x	RT @FlyGoalScoredBy: Lots of Twitter outrage right now with the Flyers but ya know what:  Tuesday night will be just another sellout at the?
341893844_387216919922610176 x	RT @Buccigross: Manuel won a World Series, Reid and Laviolette got to Super Bowl/Cup Final. All gone. Good run.
341893844_387213014317158400 x	Wow. Laviolette
341893844_387004575825547264 x	Got that special events for #THON2014 #FTK
341893844_386942529977208833 x	#ManningFace
341893844_386940526182031360 x	Run the football..
341893844_386938023088517120 x	@SethHompson please inform me how the steelers are doing this year?
341893844_386939728089845760 x	@SethHompson I didn't really expect much besides a constant up tempo which is only thing crushed right now, can't expect to much first year
341893844_386908751485476864 x	Has Vick completed a pass yet...
341893844_386905138348441600 x	RT @jlock905: I cringe every time anyone even comes close to vick
341893844_386904899109527552 x	?@BroadStBull: What happens first: #Eagles win another game or #Flyers score an even-strength goal? Go....? @cheese_8487
341893844_386895681677717504 x	Eagles on at 1, flyers at 5 let's hope today is better than yesterday
341893844_386884219131404289 x	RT @PennStateMHKY: We're 5 days from the first game of the season!  #countdowntopegula http://t.co/FI7baPY8yE
341893844_386569416571617280 x	RT @RealMikeRob: Wow times have changed! I cant remember ever losing to U. of Indiana. PSU has played well in spots but lack that killer in?
341893844_386482496747352064 x	@cheese_8487 cute hashtag
341893844_386482040784564224 x	RT @chrisdelia: Guy just came up to me on the street "Hey you blocked me on twitter!" Cool. So like, fuck you, guy.
341893844_386298197255409665 x	@bradleyj143 touch? touch?...
341893844_386297698334560256 x	@bradleyj143 how bout me
341893844_386251558377504768 x	RT @CallawayGolf: Incredible scene at the par-5 11th as Phil's group gets a conceded birdie to go 5 UP. #PresCup #TeamUSA http://t.co/Az098?
341893844_386210473424990208 x	@Maggie_Kelly @CheeseSHRADER you're obsession with hot dads is getting out of control
341893844_386140360139083776 x	RT @Grizz524: Black shirt was not the move for today..i already have a sweating problem this is just a disaster
341893844_385981263968223232 x	Happy birthday @_McRae10 enjoy the fucking bars bra
341893844_385941059408510976 x	@StuartScott keep fightin
341893844_385940918244999168 x	RT @StuartScott: Been out of touch. My fight vs C goes on. Recent procedure...knocked down. Now I stand up & swing back. Hope 2 be back on ?
341893844_385825592878170113 x	RT @penn_state: RT @PennStateMHKY: Army confirms that they will travel to Happy Valley next week for #PennState's season opener! #HockeyVal?
341893844_385522670491942912 x	RT @GoPhillyFlyers: RT if you wish you were going to the game... #Flyers
341893844_385522324185026560 x	RT @Eagles: Work hard, skate harder. Good luck this season and let's go @NHLFlyers! *clap clap clapclapclap* http://t.co/C0vX3s9Ih8
341893844_385497867370373120 x	?@chrisdelia: Hey the government, you're the government, not Blockbuster. So don't shut down and that's obvious. ?? @ryswang
341893844_385492225104556032 x	Coffee running through my veins this week
341893844_385496592150953984 x	@Grizz524 do you even know what a book is down there?
341893844_385488357700403201 x	RT @BroadStHockey: At each home game this, year @28CGiroux will host a children?s group or members of the military. Calling it ?Giroux?s Cr?
341893844_385485821282770944 x	a pretty spectacular NHL season pump video for hockey fans http://t.co/sv6TEyuiMM
341893844_385473652118257664 x	For future reference does anyone around here get flyers games?
341893844_385444086926557184 x	"I'm pissed off, and I can say that because I'm German, and that's what we do" -- my scm teacher
341893844_385441559657078784 x	?@SInow: Wife of Reds pitcher says she was attacked by Pirates fan: http://t.co/GQw99oqjOG? stay classy, Pittsburgh
341893844_385247618001289216 x	?@ConanOBrien: Halloween is just a month away, and I still haven?t picked out my excuse for not dressing up.? @Maggie_Kelly
341893844_385135170824978432 x	@Grizz524 22 favorites Rj I'm impressed, must be the most popular at Delaware
341893844_385167408056762368 x	@Grizz524 wow up to a womping   32 and 1 retweet
341893844_385168367197618176 x	@Grizz524 everyone must love you
341893844_385155443607486464 x	?@BaneTheBOSS: I <3 Darkness. #BornAndMoldedByYOU? @bradleyj143
341893844_385135328849563648 x	RT @The_Kid_Levy: I hope the pirates lose by a 100 runs and don't make it to the post season for another 20 years
341893844_385134326574497792 x	RT @ESPNJoshMoyer: PSU hockey opens season Oct. 11 vs Army RT @AP_Top25 BREAKING: Defense Department says all sports at service academies t?
341893844_385053702396342273 x	RT @Buccigross: ...obviously... http://t.co/Tk7uxDKniW
341893844_385029224782127105 x	RT @nufced: NHL opens tonight. What a difference a year makes. Last yer the NHL closed for business. This year, it's the US government.
341893844_384891485902348289 x	Is this really what our government has come to? Kind of embarrassing
341893844_384827256889044992 x	bro with the loud EDM that i can hear through your headphones, how do you study with that? and please turn it down
341893844_384846508035960832 x	@ryswang no but I know who would
