1323351062_394554844914003968 x	Watch the #Eagles win in a blowout next week because they're not at home..
1323351062_386285563361652736 x	Question 4) What #Phillies pitcher won the only two games in the 2009 World Series?
1323351062_385957381597040641 x	Why do playoff games seem to go so slow? Only the 5th inning.. #NLDS
1323351062_384409385210216449 x	@BroadStBeat I am probably one of a few people who actually think the #Eagles are gonna win. 37-33
1323351062_383391866609475584 x	It's only the 4th inning and the #Phillies are down 7-1..... #torture
1323351062_394562165564129280 x	Does anyone think the #Eagles will actually win the division?
1323351062_394564133196025856 x	@LeeUm_OB You don't trust any other QB?
1323351062_394565150776102912 x	@LeeUm_OB That's true. I just want to see him healthy again. His running helps the team a lot.
1323351062_394565956229279745 x	@LeeUm_OB Yup. They're on the road too and not at home. #HomeLosingStreak
1323351062_392007101771309057 x	#Barkley
1323351062_392849748455337984 x	Would everyone flip out at Chase Utley too if he had a twitter and posted a picture of himself in a Cowboys jersey? Or Hamels or Lee
1323351062_389578628033695744 x	Shane has the first hit of the night for Boston and then scores #ALCS
1323351062_400450438002388992 x	3rd period underway #LetsGoFlyers
1323351062_394555452035330048 x	@GoEaglesNation If Dallas loses they're still 1 game back #NFCLeast
1323351062_395025658830942208 x	@GoEaglesNation Where did you hear that?
1323351062_394642202691137536 x	@GoEaglesNation We need a QB. That's it.
1323351062_394555901115256833 x	@GoEaglesNation They're all not playing that great this season
1323351062_394282364429287424 x	@GoEaglesNation 15 hours
1323351062_400453331224895488 x	VINNY LECAVALIER! 4-0 #Flyers!
1323351062_400231712728551424 x	RT @KNegandhiESPN: 11/12/13.
1323351062_400471350605004800 x	@doughbyjr51 look at his last tweet
1323351062_400494728439156736 x	RT @FlyersNation: He's only played 13 games, but Vincent Lecavalier is on pace for 42 goals.
1323351062_400492579235856384 x	.@eaglescentral No, that would be a pretty dumb reason to trade him.
1323351062_400488488849915904 x	RT @CoreySeidman: Bautista hasn't played in either of the last two Septembers. Hip in 2013, wrist in 2012. Obviously a huge part of it. Les?
1323351062_400486976551677952 x	RT @KDursoPhilsNet: I guarantee you Eskin sees his phone light up with all this and laughs maniacally at what he started. You only feed the?
1323351062_400486746104025088 x	RT @DashTreyhorn: Jose Bautista is a great hitter. The trade just doesn't make sense for the Phillies right now.
1323351062_400484655348342784 x	RT @KDursoPhilsNet: You think Eskin really has a source? Of course he doesn?t. But by saying Bautista, Price, etc., everyone starts jumping?
1323351062_400480772777578496 x	@PhillyAlertNews @bigzv992 What Toronto sources?
1323351062_400483200637874176 x	@vrusso3250123 You would take Bautista?
1323351062_400484015469518849 x	@vrusso3250123 I think a lot of people would but I just made that up. That's not really going to happen.
1323351062_400484397688049664 x	@vrusso3250123 Nope it's not and you too man
1323351062_400482313387393024 x	Imagine if Eskin was right and fooled us all.. #Phillies
1323351062_400483150163619840 x	@trunn22 Probably never
1323351062_400483063488344064 x	@Scotty10711 I would be very surprised if it happened. He's the only one reporting about it too.
1323351062_400482912967335936 x	RT @ByDavidMurphy: Most amazing thing about the @howardskin report is it has been 45 minutes and it still isn't up on @mlbtraderumors
1323351062_400482601557065728 x	RT @BrandonGowton: Can we please fast forward to the 2014 NBA Draft? Sixers with two first round picks. I'm drooling.
1323351062_400480294442381312 x	"@howardeskin: I'm also told that the Phillies are in major talks of trading Kyle Kendrick to the Rays for David Price. More updates coming"
1323351062_400481866371055616 x	@trunn22 @howardeskin EPIC trade!
1323351062_400481830295855104 x	RT @trunn22: @phisportsphans @howardeskin LMAO!!  Done deal!  I also heard Phillies are about to flip Marlon Byrd to the Angels for Mike Tr?
1323351062_400481025970933760 x	@doughbyjr51 @howardeskin yes
1323351062_400480569144123392 x	RT @DerekBodnerNBA: Despite fact that Sam Hinkie never worked in baseball, I think I'd rather have him running Phillies than Ruben. At leas?
1323351062_400479606320676864 x	RT @EliotShorrParks: Domonic Brown might not be the #Phillies best trading chip, but he is up there. I don't think Bautista is worth giving?
1323351062_400479569071054848 x	?@howardeskin: @HuffingtonPost? Is that the sources that told you about this trade? What will your next big report be?
1323351062_400479330536816640 x	RT @nuclearuterus: #CrosbySucks
1323351062_400476848913911808 x	@Winless4Wiggins #PatheticforParker
1323351062_400475157707653120 x	Howard Eskin is the only guy reporting this. Why isn't anyone else saying anything? #Phillies
1323351062_400474980255006721 x	RT @ByDavidMurphy: You have to admit, trading for Jose Bautista AFTER giving Marlon Byrd $16 mil would be a great pilot episode of That's S?
1323351062_400473924074737665 x	RT @BroadStBull: Since joining the #Flyers late last season, Mason has not given up more than 3 goals in any of his 20 games.
1323351062_400473025663238144 x	@ecardstars the garbage can
1323351062_400472803528679425 x	@howardeskin Can't even spell his last name right. Your sources are TRASH. Why should I believe you?
1323351062_400472349306523648 x	Still don't believe it since Eskin is saying it. #Phillies
1323351062_400472241219330048 x	RT @BroadStBull: Tonight was #Flyers' first regular-season SO over Ottawa since 1999. (Vanbiesbrouck)
1323351062_400472061413703680 x	Jose Bautista is the guy that Howard Eskin says the Phillies are looking at in this "major trade" and Dom Brown could be moved
1323351062_400468646134579200 x	I refuse to believe anything Eskin says until I have proof that it's legit. His "sources" are garbage.
1323351062_400470140523143168 x	I'm confident that the #Flyers will start to turn this season around. #Faith
1323351062_400464768236277760 x	RT @InsideTheFlyers: Grossmann will play tomorrow he did not suffer an injury. #Flyers
1323351062_400463548075507713 x	Giroux and Voracek also played pretty good tonight. If they keep it up the #Flyers can keep winning. On to the Pens now.
1323351062_400463151525023744 x	9 goals in their last two games. Carry this into tomorrow in Pittsburgh and come out with another big win. #LetsGoFlyers
1323351062_400462949900623873 x	RT @JohnBorukCSN: The Flyers have scored 9 goals in their last 2 games.  It took Game #7 of the season for the Flyers to score their first ?
1323351062_400462917684178944 x	RT @DStrehleTFP: Steve Mason continues to be pillar of strength for #Flyers. 20th career shutout (1st w/PHI), tremendous #'s: 5-7-1, 2.15 G?
1323351062_400462888953200640 x	RT @DStrehleTFP: Lecavalier, Giroux, B Schenn with 2 points apiece tonight, each reaching double-digits in points for the season. 1st #Flye?
1323351062_400462775627317248 x	?@howardeskin: I'm told #phillies working on a major trade. Details tonight at 10:50 . Will tweet after news.? Eskin's "sources"
1323351062_400462620211544065 x	?@Senators: Tonight's three stars from @CdnTireCtr: 1) Jakub Voracek 2) Claude Giroux 3) Clarke MacArthur? No Mason??? Wow
1323351062_400458774395514880 x	#FLYERS WIN 5-0! Mason records his first shutout of the season and first with the Flyers! Fantastic game.
1323351062_400457980216610816 x	RT @DStrehleTFP: Lecavalier's assist on B Schenn's goal leaves him just 6 apples short of 500 for his career. #VinnyMilestonesWatch
1323351062_400454199445848064 x	It would be even more great to kill the Pens tomorrow now. #Flyers
1323351062_400456919493918720 x	@MyersRen Flyers-Pens games are always great to look forward too. I hope the Flyers play with as much energy as they have tonight.
1323351062_400456103290740738 x	Or Schenn scored that. Either way 5-0 #FLYERS!
1323351062_400455998286340096 x	GOALLL! VINNY AGAIN! 5-0 #Flyers!
1323351062_400455173342240768 x	Flyers powerplay
1323351062_400450647293952000 x	RT @ESPNNFL: NFL Receiving Leaders: (Yards) 1 A.J. Green 1013. 2 Calvin Johnson 904. 3 DeSean Jackson 903. 4 Andre Johnson 850. 5 Antonio B?
1323351062_400448676755410944 x	RT @BroadStBull: #Flyers playing an intelligent game. Have just one penalty in first two periods, and they have 5 giveways _ 8 fewer than #?
1323351062_400446672524029952 x	RT @FlyGoalScoredBy: Regardless of score, best 40 minutes of hockey this season.  Consistent effort. LUNCH PAIL BLUE COLLAR.
1323351062_400445711562838016 x	Great period there. Voracek and Giroux are both having a great game. #Flyers
1323351062_400445510911545344 x	End of the second period. #Flyers lead 3-0. Both goals scored by Voracek in that period. Almost a goal by G to end the period..
1323351062_400443671348518912 x	@KhandymanSports You don't say?
1323351062_400442633920995329 x	#Flyers powerplay!
1323351062_400442340743331840 x	Back to back games now where the #Flyers have scored more than 2 goals. Much needed. Keep these goals coming.
1323351062_400442189370896384 x	RT @KhandymanSports: Jake Voracek has more goals in the last 10 minutes than he did in the first 16 games. #Flyers
1323351062_400441236169166848 x	RT @flyers_faithful: Great play by Simmonds to set Voracek up. Good looking puck movement on that powerplay.
1323351062_400440970489389056 x	VORACEK AGAIN! A powerplay goal to make it 3-0 #Flyers! #Scoracek
1323351062_400440184711704577 x	#Flyers powerplay
1323351062_400439572708216832 x	RT @Flyersguru: It's good to see that the #Flyers aren't looking ahead to tomorrow nights Penguins like I previously feared
1323351062_400439105412399104 x	@nas_philly I can't wait until Maclin comes back too
1323351062_400438117133746176 x	RT @FlyersNation: Scott Hartnell just snapped a 38 game assist drought.
1323351062_400438071763931136 x	@Ssugrad17 Why??
1323351062_400437982777589760 x	?@johnclarknbc10: Ruben: ?Marlon adds a significant upgrade both offensively and defensively to our outfield"? ...
1323351062_400437466144210944 x	RT @RoobCSN: Brad Smith on why he wanted to join the Eagles: "You get the vibe that the guys are really together, guys are grinding for eac?
1323351062_400437039667351552 x	RT @johnclarknbc10: Phillies officially sign Marlon Byrd to 2-year, $16 million contract. The deal includes a club/vesting option for 2016 ?
1323351062_400436997296521216 x	Congratulations to Claude Giroux on getting his 300th NHL point #Flyers
1323351062_400436542835277825 x	?@BroadStBull: Both Flyers goals on wraparounds. This one 28 seconds into second.? 28 seconds. That's a sign that G will score next.
1323351062_400436371313414144 x	VORACEK!! 2-0 #Flyers! #Scoracek
1323351062_400436180145434624 x	2nd period underway #LetsGoFlyers
1323351062_400435563435950080 x	RT @ESPNNFL: NFL RB Leaders: (Rushing Yards) 1 LeSean McCoy 932. 2 Marshawn Lynch 871. 3 Alfred Morris 825. 4 Adrian Peterson 786. 5 Jamaal?
1323351062_400432765554143232 x	Intermission now I'll be watching hopefully some future #Sixers playing. #KentuckyVsMichiganState
1323351062_400431664616448000 x	End of the first period. #Flyers lead 1-0. Only goal scored by Read.
1323351062_400430204004622336 x	RT @FlyersNation: Congrats to Steve Downie on his first point in his second stint with the #Flyers, an assist on Read's goal.
1323351062_400429639480655872 x	READ! 1-0 #Flyers!
1323351062_400426386596569088 x	?@PhillyTeamStore: How many Bobby Ryan mentions tonight? over/under 1,000,000,000.? Over
1323351062_400427003620638720 x	@PhillyTeamStore Should be over 100,000,000 by the 2nd period
1323351062_400425811679129600 x	Senators powerplay #Flyers
1323351062_400423392194854912 x	RT @InsideTheFlyers: Dreadfully silent in this building and entire sections of empty seats. Surprising for a Canadian city. #Flyers #Sens
1323351062_400422445200728064 x	#Flyers-Senators underway #LetsGoFlyers
1323351062_400414405110030336 x	Would be great to win tonight in Ottawa then tomorrow in Pittsburgh. #Flyers
1323351062_400413477510328321 x	RT @SheilKapadia: Since tackles became an official stat in 2001, no Eagle has finished in the top-5. DeMeco Ryans currently fourth with 89.
1323351062_400413424313966592 x	@BroadStBeat I'm hoping Giroux scores again and they keep winning now. 3-2 #Flyers win.
1323351062_400412629698875392 x	@trunn22 @Buster_ESPN Where did you hear that?
1323351062_400411804507312128 x	RT @RealBradSmith: I am extremely grateful to be joining the @Eagles !! #Eagles #FlyEaglesFly
1323351062_400410535814254593 x	RT @Buster_ESPN: Red Sox have not offered Carlos Ruiz a $20 million deal.
1323351062_400410210797641730 x	RT @BrandonGowton: Eagles chances of making the playoffs now at 43.4%. That?s up 25.1% from last week. http://t.co/5WSEHuq1yy
1323351062_400410135388246016 x	@NBA #Sixers as the 5th seed #TogetherWeBuild
1323351062_400408856582713345 x	@Mmarich15 @SpikeEskin The old logo was horrible. I wouldn't put that.
1323351062_400354788585783296 x	@BroadStMisery No because the signing would have to be over one year and one year is all I would give him. Bring in someone else.
1323351062_400408474456424448 x	@BroadStMisery That would be good. I saw something earlier about AJ Pierzynski and going after him but I would take Napoli.
1323351062_400347547048640513 x	The #Phillies signed Marlon Byrd.. I don't like that move at all.
1323351062_400358749447421952 x	@trunn22 Hopefully soon if RAJ doesn't produce this offseason.
1323351062_400407982607183873 x	@trunn22 I hate having to say that but it could be true. This offseason is all or nothing pretty much for Ruben though.
1323351062_400359087403450368 x	RT @philliesbuzztap: Philliedelphia >> Phillies Reportedly In On A.J. Pierzynski Should Ruiz Leave http://t.co/cpELu35AMr
1323351062_400357444767215616 x	@InfinitePHL There was a tweet saying don't expect the Eagles to go after him.
1323351062_400358640496148480 x	@InfinitePHL Yeah he could help since it's been a struggle at that position all season long so far.
1323351062_400357492146077697 x	RT @phillysport: Eagles GM Howie Roseman said he signed WR/kick returner Brad Smith because of his versatility. From @LesBowen: http://t.co?
1323351062_400356124534509568 x	@scottbails13 @BroadStMisery Yes it is.
1323351062_400355281001263105 x	RT @SheilKapadia: "I'll take the booing. Let them boo me. Just don't boo the younger guys." DeSean Jackson on trying to win at home: http:/?
1323351062_400353749493112832 x	RT @CoreySeidman: Thoughts on the Marlon Byrd signing, and the amount of money it saves the Phillies to make other necessary moves http://t?
1323351062_400353262907703296 x	Nick Foles can see that he looks like Napoleon Dynamite. Finally after every one says that, Foles admits it. #Eagles
1323351062_400348062843174912 x	Also the #Eagles signed Brad Smith and released BJ Cunningham.
1323351062_400349717374439425 x	@Nick_Vuylsteke They just released him today.
1323351062_400350379218841601 x	@Nick_Vuylsteke I never really payed attention to him.
1323351062_400351033924546560 x	@Nick_Vuylsteke What college?
1323351062_400352320749584384 x	@Nick_Vuylsteke So he was good in college?
1323351062_400352800137555968 x	@Nick_Vuylsteke Well the Eagles really did not give him much of a chance.
1323351062_400352420733386752 x	RT @FightinForPHI: Claude Giroux's contract that kicks in next year gives him an annual salary that's just $275,000 more than Marlon Byrd's?
1323351062_400351675313324032 x	RT @Eagles: Q: Thoughts on Napolean Dynamite? @NFoles8: I think there's a resemblance, I can't lie.
1323351062_400349325261545472 x	That better not be the start of a bad offseason for the #Phillies.. #Ruben
1323351062_400350205239128064 x	@_Philly_Talk Yeah that's true. I'm just hoping the players RAJ signs are worth signing.
1323351062_400347636316012544 x	RT @ZBerm: Eagles signed Brad Smith to a two-year deal. So more than a 6-game rental.
1323351062_400229220917727232 x	93 days until pitchers and catchers report for Spring Training. #Phillies
1323351062_400229940119220224 x	@hungperman Hopefully some good signings. I just hope he doesn't screw up again.
1323351062_400230636780519424 x	@hungperman What do you mean?
1323351062_400231439012470784 x	@hungperman Miguel Alfredo Gonzalez?
1323351062_400347293448409089 x	@hungperman No I never seen him. Have you?
1323351062_400230877210624000 x	RT @EaglesInsider: For the second straight week, #Eagles QB Nick Foles is a FedEx Air Player of the Week nominee. Vote for him here: http:/?
1323351062_400230177994977280 x	@WIPMorningShow "To be the man, you gotta beat the man" - Ric Flair #ifthatcounts
1323351062_400228567470342145 x	Tonight: ? Flyers at Senators (7:30) It would be nice if the #Flyers can win more games & G scores more goals now. Turn this season around.
1323351062_400116833866756096 x	RT @davegisaac: Want a full transcript of Ray Shero?s speech? Well read it anyway, because I transcribed it: http://t.co/YuRteCSwoa #Flyers
1323351062_400112055589822464 x	?@nas_philly: fav eagles of all time?????? #comment? Dawkins
1323351062_400108626389794816 x	RT @NFLBen: Eagles' FS Earl Wolff will miss several weeks with a knee injury. He'll be replaced by Pat Chung who has absolutely no history ?
1323351062_400102660063645696 x	@BroadStMisery Baseball
1323351062_400093482846793728 x	RT @PompeyOnSixers: Tim Duncan sits, but #Spurs still rout  #Sixers, 109-85. The loss was the #Sixers fourth in five games. Read more at: h?
1323351062_400089751010934784 x	RT @ChrisVito: Spencer Hawes doesn't need to watch tape of loss to Spurs to learn from it: "It was a pretty good lesson just sitting there ?
1323351062_400085924950056960 x	RT @ChrisVito: Brett Brown: "That's the Spurs and that's what we aspire to get to."
1323351062_400083418480144384 x	One sloppy and boring game that was. #TogetherWeBuild #4-4
1323351062_400083086412894208 x	Evan Turner continues to do solid this season. Raising his trade value also. #Sixers
1323351062_400082527756759040 x	RT @JakePavorsky: Pop just son'd Brett Brown with this game.
1323351062_400082113288220672 x	#Sixers lose 109-85. They're now .500 on the season. (4-4) #TogetherWeBuild
1323351062_400081513334980608 x	RT @NHLFlyers: #TheFog http://t.co/72Mo8kep64
1323351062_400079078600245249 x	This has been one boring game. #Sixers
1323351062_400077329617408000 x	Put Handles Franklin on the #Sixers.  #TogetherWeBuild
1323351062_400076783770689536 x	?@DerekBodnerNBA: So uh, was today the last time in the 2013-14 season the #sixers will be over .500 ?? Good question
1323351062_400076525485457408 x	Congrats Fred Shero on being inducted into the hockey hall of fame tonight. #Flyers
1323351062_400074758710374400 x	RT @NHL: ?Win today and we?ll walk together forever.? #HHOF coach Fred Shero, inducted posthumously tonight. #Flyers http://t.co/Gu0XbhSKP9
1323351062_400074541692903424 x	#Sixers trail 83-64 at the end of the 3rd quarter. #TogetherWeBuild
1323351062_400072558105870336 x	RT @BobCooney76: The great thing about the way the Spurs play is you can't tell whether the game is tied, they up 30 or down 30. They play ?
1323351062_400070942057304064 x	Well this is getting really out of hand now. Spurs up by 27 points. #Sixers
1323351062_400070276261904384 x	?@dlynamCSN: #SixersTalk @spencerhawes00 already has 10 rebounds? The great Spencer Hawes
1323351062_400069126913523713 x	RT @BobCooney76: Pretty mellow and small crowd here at WFC tonight. Where's Andrew Bynum when you need him?
1323351062_400065722719932416 x	RT @TheBSLine: Brett Brown, when asked if there was anything that he could share from his pre-game conversation with Popovich: "No." #Sixers
1323351062_400065665518014464 x	RT @dlynamCSN: #SixersTalk tough first half. #Sixers give up 57 points and at the other end made just 34 percent of their shots for a 19-po?
1323351062_400065275015733248 x	#Sixers trail 57-38 at the half. Spurs have their largest lead of the game. #TogetherWeBuild
1323351062_400062714531569664 x	?@PompeyOnSixers: RT @JasonLloydABJ: Andrew Bynum officially named #Cavs starter? BOOOOOOOOOOOO
1323351062_400060348067500032 x	Now down 8 #TogetherWeBuild
1323351062_400060235378724864 x	#Sixers only down 11 now. They look alive to start the second quarter.
1323351062_400058643401674752 x	#Sixers down 31-13 after the first quarter. This is what the Spurs did to the Knicks yesterday also.
1323351062_400058001379581952 x	#Sixers look careless right now. Bad first quarter.
1323351062_400055757099765761 x	@FlyEaglesNation Unless Eagles-Dallas Week 17 is for the division then it could be moved to SNF.
1323351062_400036624567787520 x	IF the #Sixers beat the Spurs tonight they would have beat both teams that were in the Finals last season.. (SAS & MIA) #TogetherWeBuild
1323351062_400055607048540160 x	@FakeBrettBrown Doesn't look good early but they're known for comebacks so who knows
1323351062_400055040477769728 x	RT @TheBSLine: A 6-0 SA run followed by a 7-0 Sixers run followed by a 8-0 SA run... #SixersTalk
1323351062_400053163644178433 x	Spurs-#Sixers underway. Brett Brown against his old team.
1323351062_400050506963619841 x	@BroadStBeat They play hard again in a losing effort though. #TogetherWeBuild
1323351062_400049988002410496 x	Glad Puig didn't win ROY. Congrats to Fernandez. #WellDeserved
1323351062_399980812248313856 x	I don't see why Chip won't just name Foles the starter for this week and beyond. 10 touchdowns in 2 weeks. He's the clear starter.
1323351062_399981769187143680 x	@Mmarich15 But just for this week Foles definitely should start again. You can't go back to Vick after Foles has been great recently.
1323351062_399982957487980544 x	@Mmarich15 But like you said if Foles plays like he did against Dallas again this week then if Vick is healthy they could go back to him.
1323351062_399984133658902528 x	@Mmarich15 Yeah I agree with that. I hope Chip does that but I'm just hoping Foles plays great again this week.
1323351062_399984986440601601 x	@Mmarich15 You don't need a run-oriented QB to be a great team. If Foles plays like this for the rest of the season now, I see him starting
1323351062_400034925350383616 x	@Mmarich15 Agreed, he can run at times which is good also and is accurate throwing. Foles is the guy 100% right now
1323351062_400035775372218368 x	@Mmarich15 But say Foles struggles for the rest of the season, would you draft a QB then? Vick shouldn't start next season.
1323351062_400038395743059969 x	@Mmarich15 He's done here and that is the truth. I don't know about Mariota though or Manziel. I'd take Bridgewater over them both
1323351062_400039613290389504 x	@Mmarich15 Honestly I haven't seen a lot of Bridgewater and Mariota may be shaky in the NFL. That game vs Stanford I saw he was shaky
1323351062_400041334519906304 x	@Mmarich15 That's tough but if Foles starts to struggle this season then maybe. What team would offer that to us? The first overall pick?
1323351062_400042567037108225 x	@Mmarich15 If that first pick they offer us gets us the right guy then I would let that happen.
1323351062_400043584818524160 x	@Mmarich15 I always considered RG3 overrated. He won't lead that team to the Super Bowl, I know that. He's solid but not amazing.
1323351062_400044690420301824 x	@Mmarich15 I knew from the start Luck would be better. Luck is just a better all around QB and the Colts are lucky to have him for a while.
1323351062_400045821519212544 x	@Mmarich15 I know man, I saw some articles saying that Luck could be as good or near as good as Manning is in the future.
1323351062_400046862805516288 x	@Mmarich15 happened with that game yesterday though with the Colts
1323351062_400046797194018816 x	@Mmarich15 Yup, he's only in his 2nd year in the NFL and he's playing like a guy who's been in the league for years. I don't know what
1323351062_400045960501678080 x	RT @PhreshPhillies: Ruben Amaro said the #Phillies could look to sign Masahiro Tanaka: http://t.co/2ZbsQ7l9yj
1323351062_400041563847671808 x	@Mmarich15 @realSteveRodier He can be average and lead us to the playoffs with how bad this division is.
1323351062_400039831180693504 x	RT @ChrisVito: #Sixers starters vs. Spurs: Turner, Young, Hawes, Anderson, MCW. ... Spurs starters: Leonard, Diaw, Splitter, Green, Parker.
1323351062_400037314258558976 x	RT @PhaithfulPhilly: Sixers: Tim Duncan will not play tonight for the Spurs.  Flyers: Steve Downie has been cleared to play.
1323351062_400037210676035585 x	Chip Kelly being sarcastic earlier.. he says to a reporter "I'm gonna name you the starter. Write the notes and lets go." .. #StartFoles
1323351062_399992229391265792 x	RT @JeffSkversky: Nobody in the NFL has more TD's than Riley Cooper in November
1323351062_399990728606371840 x	RT @eaglescentral: Jason Peters, Mychal Kendricks and Earl Wolff all expect to play this Sunday. That's good news.
1323351062_399990023099256832 x	RT @JakeLFischer: Don't look now, but the #Sixers lead the entire NBA in points in the paint at 352.
1323351062_399987499919233024 x	Nice work @SportsCenter on the "going home" segment for Veterans Day. #HappyVeteransDay
1323351062_399985023254016001 x	@Mmarich15 next season as well.
1323351062_399978576365518848 x	NFL - Chip Kelly won't name Nick Foles, Michael Vick starter while Vick hurt; Foles gets 1st team snaps http://t.co/bglcYqz4iE
1323351062_399979619686043648 x	@Ssugrad17 Exactly. No reason to go back to Vick now. His time here is pretty much done.
1323351062_399982206405574656 x	@Ssugrad17 He hasn't been saying anything recently. I wonder why
1323351062_399983146772742145 x	@Ssugrad17 If Vick was playing like Foles right now he would be saying Vick is the best ever.
1323351062_399984245198053376 x	@Ssugrad17 Agreed. #InFolesWeTrust
1323351062_399979275539185664 x	@KDursoPhilsNet Who do you think they will sign?
1323351062_399982738478227456 x	@KDursoPhilsNet I don't know about Arroyo. I'd like Price but I don't him fitting here or them signing him. Arroyo could be good here.
1323351062_399956686783655937 x	RT @DStrehleTFP: Everyone talked about how the upcoming road trip is a great way to build team unity, especially for a newcomer such as Dow?
1323351062_399950322355142656 x	RT @The700Level: VIDEO: DeSean Jackson takes preemptive measures to avoid Philly on Philly booing on Sunday. BWest & Diddy freak out http:/?
1323351062_399948846010494976 x	The people on @SportsCenter are saying that the #Eagles are the favorites to win the NFC East. #Correct
1323351062_350809584602054657 x	@AlbertSulpizio It was on the Phillies twitter page a while back.
1323351062_391018793662545920 x	#FLYEAGLESFLY! #BeatDallas Sunday!
1323351062_422568955559936002 x	As I keep watching football now I just want to watch the #Eagles again. Hopefully this offseason goes by fast.
