1316398297_393884759161831425 x	In a changing world, we can rest in an unchanging God. (via @suzannewfisher)
1316398297_366072338258722816 x	has delighted the fans of Aston Villa with the signing of Paulo Ferreira. #FMH2013
1316398297_365897466777829376 x	witnessed long serving player, Rui Sousa bow out with a 3-1 victory in his testimonial match. #FMH2013
1316398297_365896558304169985 x	witnessed long serving player, Lucas Ocampos bow out with a 3-1 victory in his testimonial match. #FMH2013
1316398297_365893733427847168 x	will be delighted to have been named Premier Division Manager of the Year. #FMH2013
1316398297_365893698300547073 x	will be pleased that Sergio Lopez has won the Premier Division Young Player of the Year award. #FMH2013
1316398297_365893628251484161 x	will be pleased that Carlos Martin has won the Premier Division Player of the Year award. #FMH2013
1316398297_365319904641028098 x	has delighted the board of Aston Villa by winning the Club World Ch'ship. #FMH2013
1316398297_365319904045436930 x	heard his name ring out around the stadium as fans of Aston Villa celebrated winning the Club World Ch'ship. #FMH2013
1316398297_365316116526006277 x	will be pleased that Carlos Martin has won the World Player of the Year award. #FMH2013
1316398297_364253702401835008 x	has delighted the board of Aston Villa by winning the Euro. Super Cup. #FMH2013
1316398297_363855452184268800 x	has delighted the fans of Aston Villa with the signing of Sergio Lopez. #FMH2013
1316398297_363805726256275457 x	witnessed long serving player, Kevin Volland bow out with a 3-2 victory in his testimonial match. #FMH2013
1316398297_361909926198652929 x	@batmanthehulk hey Tyler! Hope ur well! I was jogging today and saw a moving truck w Lions logo! U would have been proud.
1316398297_362710175066501120 x	@batmanthehulk btw, thoughts on Reggie Bush?
1316398297_362710103511674881 x	@batmanthehulk wish for your sake I could say that it was. I've walked by there a couple times since and it's gone. Sorry.
1316398297_362009530344816643 x	@SprkChange love the name! Thanks for the follow! Shout out from the East Coast. Have a great day!
1316398297_361927305095950336 x	RT @grantswilson: They were right... Sorry, Mom! Lol http://t.co/qlNNyfuvrE
1316398297_361926500078981120 x	@aviputty hey Avi! Just tweeting friends I haven't spoken to in a bit. How've you been? When were you in Moscow?
1316398297_338102034630852608 x	We are never worthless, but unworthy. (via @suzannewfisher)
1316398297_361926174202527744 x	@VavValerie so this is how you follow the outside world sans Facebook! Lol maple ice cream pic from Lake Placid, NY http://t.co/Rdh2X8WUpk
1316398297_361156554558414849 x	@BabsUrgeAVFC hey! Curious to know what you thought of the Villa signings. Hope all is well!
1316398297_361157319914033155 x	@BabsUrgeAVFC same! Plus it's nice to know Benteke is back.
1316398297_361161982461751296 x	@BabsUrgeAVFC amen! Plus the defensive help I was happy to see brought in.
1316398297_360626860977168386 x	I just drafted Ricky Ray to my Fantasy Canadian Football team! #CFL #fantasyCFL http://t.co/Kd5DHrdoNT
1316398297_359481123627204609 x	witnessed long serving player, Alexandre Lacazette bow out with a 3-2 victory in his testimonial match. #FMH2013
1316398297_359115536581820416 x	will be pleased that Marc Zimmermann has won the Premier Division Player of the Month award. #FMH2013
1316398297_359064161105346560 x	If we don'?t stand for something, we will fall for anything. (via @suzannewfisher)
1316398297_359064137969565696 x	Wisdom enables one to be thrifty without being stingy, generous without being wasteful. (via @suzannewfisher)
1316398297_359064106541654017 x	Burying your talents is a grave mistake. (via @suzannewfisher)
1316398297_359064068738392066 x	All the water in the world cannot sink our boat as long as it?'s on the outside. (via @suzannewfisher)
1316398297_359064028129148928 x	You can tell when you?'re on the right track. It?'s usually uphill. (via @suzannewfisher)
1316398297_357665865220628480 x	If you want to feel rich, just count the blessings that money can?'t buy. (via @suzannewfisher)
1316398297_357367738097868800 x	Herb Brooks Arena, Lake Placid, NY. Where 'Miracle on Ice' occurred. Talk about inspiration! http://t.co/w2zytuS00d
1316398297_356509525395771395 x	witnessed long serving player, Neven Subotic bow out with a 2-1 victory in his testimonial match. #FMH2013
1316398297_356226812709310465 x	will be pleased that Brett Lynch has won the World Player of the Year award. #FMH2013
1316398297_353165927002554369 x	will be delighted to have been named Premier Division Manager of the Month. #FMH2013
1316398297_352977885264486403 x	Confidence is the feeling you have before you fully understand the situation. (via @suzannewfisher)
1316398297_352256238500839427 x	has delighted the fans of Aston Villa with the signing of Ian Buxton. #FMH2013
1316398297_352254828027723779 x	has delighted the fans of Aston Villa with the signing of Mathias Thomsen. #FMH2013
1316398297_352248495345893376 x	has witnessed his son, Marlon Shoopack be promoted from Aston Villa's youth setup to the first team squad. #FMH2013
1316398297_352248279360221185 x	witnessed long serving player, Nathaniel Clyne bow out with a 2-1 victory in his testimonial match. #FMH2013
1316398297_352177237140848641 x	will be delighted to have been named Premier Division Manager of the Year. #FMH2013
1316398297_352177208825094144 x	will be pleased that Marc Zimmermann has won the Premier Division Young Player of the Year award. #FMH2013
1316398297_352177133696729088 x	will be pleased that Rui Sousa has won the Premier Division Player of the Year award. #FMH2013
1316398297_351687151609585666 x	has delighted the fans of Aston Villa with the signing of Gerard Molina. #FMH2013
1316398297_351666993855860738 x	We value the light more fully after we'?ve come through the darkness. (via @suzannewfisher)
1316398297_351176436452827136 x	You don'?t need to get sick to get better. (via @suzannewfisher)
1316398297_350412758799482880 x	Life is hard but God is good. (via @suzannewfisher)
1316398297_350339394919600128 x	RT @SoccerByIves: Really rate Roberto Martinez as an analyst. Always quality insight. Would love to hear him give an angry halftime speech ?
1316398297_350079456792162306 x	RT @PoconoSnow2: All you have to do is retweet the PREVIOUS post, and you will receive one ticket! You have until noon on Saturday!
1316398297_350079396545171456 x	RT @PoconoSnow2: Fans! Want a FREE ticket to Saturday's game against the reigning @NPSLSoccer champions and arch-rival @lvusonic?
1316398297_350067804310994944 x	has delighted the fans of Aston Villa with the signing of Constantin Dumitru. #FMH2013
1316398297_349952288015663104 x	God has work for all his children, regardless of age or ability. (via @suzannewfisher)
1316398297_349501109880098817 x	The debt that is paid is best. (via @suzannewfisher)
1316398297_347785758985314304 x	A grandmother is a little bit parent, a little bit teacher, and a little bit best friend.  Amen!!!!! So true!!!!
1316398297_347776067584548865 x	will be pleased that Mauro Caballero has won the World Player of the Year award. #FMH2013
1316398297_347412165067673600 x	The lazier a man is, the more he?s going to do tomorrow. (via @suzannewfisher)
1316398297_346391171255394305 x	A father?'s love is a feeling of security in turbulent and busy times. (via @suzannewfisher)
1316398297_346081185031663616 x	Faith is like an umbrella; it protects us through the storms of life. (via @suzannewfisher)
1316398297_346081160453038082 x	When you speak, always remember that God is one of your listeners. (via @suzannewfisher)
1316398297_346081099371388929 x	He who has no money is poor; he who has nothing but money is even poorer. (via @suzannewfisher)
1316398297_346081063363297280 x	If you can'?t see the bright side, polish the dull. (via @suzannewfisher)
1316398297_345273319865606144 x	has delighted the fans of Aston Villa with the signing of Gerard Torres. #FMH2013
1316398297_345265625523957760 x	has delighted the board of Aston Villa by winning the Champions Cup. #FMH2013
1316398297_345265617651265537 x	heard his name ring out around the stadium as fans of Aston Villa celebrated winning the Champions Cup. #FMH2013
1316398297_344221635835998208 x	will be pleased that Mauro Caballero has won the World Player of the Year award. #FMH2013
1316398297_342473892767604737 x	RT @UCA_ES: El 29 de mayo se llev? a cabo el acto de constituci?n del Observatorio Latinoamericano sobre Trata y Tr?fico de... http://t.co/?
1316398297_342473845434888192 x	RT @GreatestQuotes: "Take care of your body. It's the only place you have to live." - Jim Rohn
1316398297_342374721486217218 x	Every father should remember that someday his sons will follow his example instead of his advice. (via @suzannewfisher)
1316398297_341662393178415105 x	has delighted the fans of Aston Villa with the signing of Mauro Caballero. #FMH2013
1316398297_341657678365470720 x	will be pleased that Alexandre Lacazette has won the Premier Division Player of the Year award. #FMH2013
1316398297_341654371584581632 x	will be pleased that Lucas Ocampos has won the Premier Division Player of the Month award. #FMH2013
1316398297_341654332296552448 x	has delighted the board of Aston Villa by winning the Premier Division title. #FMH2013
1316398297_341654330316845056 x	heard his name ring out around the stadium as fans of Aston Villa celebrated winning the Premier Division title. #FMH2013
1316398297_341367814847877121 x	Oiled machinery runs smooth. (via @suzannewfisher)
1316398297_341034306363330560 x	Doing nothing is the most tiresome job in the world because it?s impossible to quit to take a rest. (via @suzannewfisher)
1316398297_340696300657991680 x	will be pleased that Stephane Durand has won the World Player of the Year award. #FMH2013
1316398297_340227570727526400 x	No man can do nothing and no man can do everything. (via @suzannewfisher)
1316398297_339935763170988032 x	http://t.co/HLQ6lL3Gnt
1316398297_339936329792102400 x	Pocono Snow result from Eiler-Martin Stadium at ESU! 2-0 win behind two goals for Roshane Ellison! Well done! http://t.co/4sZuMKoVEN
1316398297_335092841510494209 x	@BabsUrgeAVFC hopefully as bright as the photo, but for right now with the right signings, I'd be thrilled with any Euro qualification
1316398297_339491093425057793 x	@BabsUrgeAVFC so what's going on with Benteke? He keeps saying he wants to be an Arsenal player. Wth?
1316398297_339494571060891649 x	@BabsUrgeAVFC the Villa can be top 10 or better
1316398297_339506346779086848 x	@BabsUrgeAVFC that's the hope for me too! I love Guzan as well. How'd you become a Villa supporter?
1316398297_339509231726243841 x	@BabsUrgeAVFC makes sense! Being from the States, I really got to supporting them when Friedel was Keep, but in 1999 I met some players...
1316398297_339510125385633794 x	@BabsUrgeAVFC practice jersey and I got comp tickets to see Villa play at West Ham. It was amazing. I had tears in my eyes!
1316398297_339510641465376768 x	@BabsUrgeAVFC unfortunately, never at Villa Park
1316398297_339510573819645952 x	@BabsUrgeAVFC he was a class act. He's the one who left me the tickets at West Ham. My dad and I went. I've seen them play 2x in England..
1316398297_339509935450771457 x	@BabsUrgeAVFC John Gregory, the Gaffer, as well. They played in a tournament in the states and I went to training. They even have me a...
1316398297_339509407354327041 x	@BabsUrgeAVFC such as David James, Gareth Southgate, Steve Watson and Ugo Ehiogu. All were great!
1316398297_339494469470654464 x	@BabsUrgeAVFC that's my hope, too. I really think with most of the squad intact, with some key signings that are more than ?2 mil.....
1316398297_339449741521858560 x	@spikerogan thanks Spike! Much appreciated! How are you feeling?
1316398297_339057045611356160 x	RT @HuffingtonPost: Billy Joel opens up about depression and alcohol abuse http://t.co/cHY0jaCPkS
1316398297_339053573042212865 x	You are only poor when you want more than you have. (via @suzannewfisher)
1316398297_339049733798653953 x	Prayers and positive thoughts for training please! I'm going to need them!
1316398297_339049609391394818 x	Hey folks. I'm running/jogging/walking Steamtown Marathon on 10/13 to promote and educate regarding mental illness - esp in teens & soldiers
1316398297_339048854114672641 x	@VavValerie boo! Now Lewandowski is leaving! G?etze is too! Wth??? I will never stop being a Dortmund fan! Anyway, Bar?a got Neymar! :)
1316398297_339041296285057024 x	A far cry from 16th place, but again, one can dream. #upthevilla http://t.co/nB9DxTFM47
1316398297_339040260539441153 x	One can dream, can't they? #upthevilla http://t.co/sfbPZx9m2U
1316398297_338750864812544000 x	An industrious wife is the best savings account. (via @suzannewfisher)
1316398297_338358238783348736 x	If you don'?t have time to do a job right, you?'re going to have to make time to do it over. (via @suzannewfisher)
1316398297_338349778968649728 x	RT @GoalUK: Dortmund XI v Bayern: Weidenfeller; Piszczek, Subotic, Hummels, Schmelzer; Gundogan, Bender; Blaszczykowski, Reus, Grosskreutz;?
1316398297_337754806364020736 x	has delighted the board of Aston Villa by winning the Community Shield. #FMH2013
1316398297_337754804799541249 x	heard his name ring out around the stadium as fans of Aston Villa celebrated winning the Community Shield. #FMH2013
1316398297_337742862835908608 x	has delighted the fans of Aston Villa with the signing of Stephane Durand. #FMH2013
1316398297_337742420005498880 x	witnessed long serving player, Gabby Agbonlahor bow out with a 3-2 victory in his testimonial match. #FMH2013
1316398297_337737403622125568 x	has delighted the board of Aston Villa by winning the FA Cup. #FMH2013
1316398297_337737389550223360 x	heard his name ring out around the stadium as fans of Aston Villa celebrated winning the FA Cup. #FMH2013
1316398297_337734765534916608 x	will be delighted to have been named Premier Division Manager of the Year. #FMH2013
