149287367_394891477207502848 x	Mondays after an eagles loss are________
149287367_348865104424624128 x	Did you know asset titling can effect your estate planning? Find out how: http://t.co/hSesVYLhcL
149287367_348803428291575810 x	Check out this week's Financial Column on http://t.co/X53XWzi6Pq! How asset titling can effect your estate planning:http://t.co/hSesVYLhcL
149287367_348516384067686401 x	The oldest component company of the Dow Jones Industrial Average is General Electric, which was added on November 7, 1907.
149287367_348214958615584768 x	So what if you have a Big Title! Don't miss this week's Financial Column on http://t.co/X53XWzi6Pq!  http://t.co/hSesVYLhcL
149287367_348153876538605568 x	Happy first day of summer! Get out there and celebrate the solstice!
149287367_348140361396412417 x	Did you know asset titling can effect your estate planning? Find out how: http://t.co/hSesVYLhcL
149287367_348078159587049472 x	Check out this week's Financial Column on http://t.co/X53XWzi6Pq! How asset titling can effect your estate planning:http://t.co/hSesVYLhcL
149287367_347791925685911552 x	Are you holding onto something that you need to let go of?
149287367_347490282872397824 x	So what if you have a Big Title! Don't miss this week's Financial Column on http://t.co/X53XWzi6Pq!  http://t.co/hSesVYLhcL
149287367_347415796336693248 x	Did you know asset titling can effect your estate planning? Find out how: http://t.co/hSesVYLhcL
149287367_347110907865882625 x	Who doesn?t like a nice gift? (Or, What would I do if I hit the lottery?)  http://t.co/GO1awRfGwI
149287367_347067349570035713 x	5% of lottery ticket buyers buy 51% of all tickets sold.
149287367_347025884710051840 x	There are many tax-advantaged options for you to consider when receiving a monetary gift. Tale a look: http://t.co/GO1awRfGwI
149287367_346964372352036864 x	In continuing the 13 Important Wealth Strategies Most Should Consider, we discuss gifting and the best way to do it: http://t.co/GO1awRfGwI
149287367_346386242147086336 x	Who doesn?t like a nice gift? (Or, What would I do if I hit the lottery?)  http://t.co/GO1awRfGwI
149287367_346342654512091136 x	Happy Father's Day!
149287367_346301176628789248 x	There are many tax-advantaged options for you to consider when receiving a monetary gift. Tale a look: http://t.co/GO1awRfGwI
149287367_346238744275337216 x	In continuing the 13 Important Wealth Strategies Most Should Consider, we discuss gifting and the best way to do it: http://t.co/GO1awRfGwI
149287367_345980048320385024 x	The deepest craving of human nature is the need to be appreciated.-W. James
149287367_345681015802576897 x	There are many tax-advantaged options for you to consider when receiving a monetary gift. Tale a look: http://t.co/GO1awRfGwI
149287367_345634606567010305 x	In continuing the 13 Important Wealth Strategies Most Should Consider, we discuss gifting and the best way to do it: http://t.co/GO1awRfGwI
149287367_345255350133481472 x	If you had to teach something, what would you teach?
149287367_344530452364804096 x	The three largest U.S. companies by market capitalization are: Apple ($439.39 billion), Exxon Mobile ($403.32), Google ($257.40).
149287367_343840778847649793 x	To Be Effective - Durability Helps! Here's #7 of our 13 Investment Strategies Most Should Consider: http://t.co/AFmuPHgb3V
149287367_343837915673133056 x	Damn Right I'm Safe.--- -player#tscptmt
149287367_343763763071176705 x	Today we are going to address the Durable Power of Attorney and why it is an essential planning tool.  http://t.co/AFmuPHgb3V
149287367_343715826442063872 x	Not having a Power of Attorney could be a very disastrous situation should you become incapacitated. Plan ahead: http://t.co/AFmuPHgb3V
149287367_343443447828598784 x	The more we know, the better we forgive. Those who feel deeply feel for all living beings. -M. Stael
149287367_343116105721733122 x	To Be Effective - Durability Helps! Here's #7 of our 13 Investment Strategies Most Should Consider: http://t.co/AFmuPHgb3V
149287367_343039073386102786 x	Today we are going to address the Durable Power of Attorney and why it is an essential planning tool.  http://t.co/AFmuPHgb3V
149287367_342990369757212674 x	Not having a Power of Attorney could be a very disastrous situation should you become incapacitated. Plan ahead: http://t.co/AFmuPHgb3V
149287367_342718530048901123 x	Which activities make you lose track of time?
149287367_342389858985201664 x	Today we are going to address the Durable Power of Attorney and why it is an essential planning tool.  http://t.co/AFmuPHgb3V
149287367_341993666212151297 x	The design of the folding cell phone/flip-phone was inspired by the fictional communicator from Star Trek.
149287367_341359367137935360 x	Sometimes Success is in the Succession! http://t.co/i4nzUC3JWT
149287367_341283920236666880 x	The next strategy in my 13 part wealth strategies series is out! I call it, "the forgotten asset": your business!  http://t.co/i4nzUC3JWT
149287367_341178723690754048 x	Check out my latest financial column for #phillyburbs! The next strategy in my 13 part wealth series- your business! http://t.co/i4nzUC3JWT
149287367_340634649917259776 x	Sometimes Success is in the Succession! http://t.co/i4nzUC3JWT
149287367_340559321689632770 x	The next strategy in my 13 part wealth strategies series is out! I call it, "the forgotten asset": your business!  http://t.co/i4nzUC3JWT
149287367_340455854711136258 x	Check out my latest financial column for #phillyburbs! The next strategy in my 13 part wealth series- your business! http://t.co/i4nzUC3JWT
149287367_340181552862461953 x	Is it possible to lie without saying a word?
149287367_339909758410690561 x	Sometimes Success is in the Succession! http://t.co/i4nzUC3JWT
149287367_339831611598196736 x	The next strategy in my 13 part wealth strategies series is out! I call it, "the forgotten asset": your business!  http://t.co/i4nzUC3JWT
149287367_339456803651854336 x	A second reason why science cannot replace judgement is the behavior of financial markets.
149287367_338369677103337472 x	Do one thing every day that scares you. -E. Roosevelt
149287367_337671597240508416 x	Here's the next strategy in our 13 part series: Review stock option plans and how they can benefit you! http://t.co/MUGwXOv5yf
149287367_337644712523620352 x	Apple was started in a bedroom in Cupertino, California in 1976.
149287367_336919946867113984 x	By the end of the Civil War, between one-third and one-half of all U.S. paper currency in circulation was counterfeit.
149287367_336257609382379520 x	Make Sure You Qualify: Knowing your plans limits on contributions to get the most out of your investments. http://t.co/nM0LmKUpyh
149287367_336181810398642176 x	The latest article in the 13 Wealth Strategies Most Should Consider series: Knowing your plan's limits http://t.co/nM0LmKUpyh
149287367_336104693795282944 x	Check out article #4 in my 13 Wealth Strategies series! Explore plans to review your limits and contribution amounts. http://t.co/nM0LmKUpyh
149287367_335832917970411520 x	I have learned that sometimes "sorry" is not enough. Sometimes you actually have to change. - C. London
149287367_335532961824903169 x	Make Sure You Qualify: Knowing your plans limits on contributions to get the most out of your investments. http://t.co/nM0LmKUpyh
149287367_335457170986512384 x	The latest article in the 13 Wealth Strategies Most Should Consider series: Knowing your plan's limits http://t.co/nM0LmKUpyh
149287367_335380435330801664 x	Check out article #4 in my 13 Wealth Strategies series! Explore plans to review your limits and contribution amounts. http://t.co/nM0LmKUpyh
149287367_335108434036928512 x	If not now, then when?
149287367_334808376305385472 x	Make Sure You Qualify: Knowing your plans limits on contributions to get the most out of your investments. http://t.co/nM0LmKUpyh
