1117483992_396443304101154816 x	@universalhub yeah saw a charger pulled over on J-way just now.
1117483992_362419732743327744 x	@ByDavidMurphy Greene is a sure thing. Just like Anthony Hewitt. Hell, JD Drew isn't even a lowlight in the Phillies draft history...
1117483992_362375834331398145 x	@magelb "BUT HE ONLY HAS 4 RBI'S!!!!" Says RAJ as Ruf is sent down yet again.
1117483992_362310235014168576 x	@brianros1 @lesliegudel Delmon meeting the bench + Delmon's eating habits = bench meets dugout floor.
1117483992_362301788164063232 x	@GottliebShow @Buster_ESPN Bud Selig couldn't sniff Fay Vincent's jockstrap.
1117483992_362301617325879296 x	@ByDavidMurphy Jeff Francoeur is a better GM than RAJ.
1117483992_362292720791851008 x	@ByDavidMurphy Charlie really gives young guys the benefit of the doubt... this will be another Dom Brown 2010 fiasco.
1117483992_362244042102288384 x	@magelb Because RAJ already hit the jackpot with Aumont, Gilles, and Ramirez.
1117483992_361940277788807169 x	Is it a waste of time to transcribe entire documents, even if they're not available outside of the archive?
1117483992_361933118766186496 x	@karabellespn Is Wright the new HOU closer?
1117483992_361888794858889217 x	So in 1817, Kentucky county clerks used "sc" instead of "x." "Escamined," instead of "examined." Weird and annoying.
1117483992_361811171432611840 x	Excited to head to The Filson Historical Society and read about economic histories of early Kentucky!
1117483992_361810924983693313 x	Great read, @ByDavidMurphy. Good luck getting RAJ to swallow his pride and admit the need for a new plan... oh wait, he "doesn't do" plans.
1117483992_360980599923683330 x	@RoobCSN @vicvega422 @Mind4Mud Great background music. A little soft for my taste.
1117483992_360969497265446914 x	@RoobCSN @HisDudeness16  Check out Dave Alvin if this is your genre of choice. Harlan County Line is a masterful song.
1117483992_360965963526569984 x	@RoobCSN @Mind4Mud @vicvega422 Factory Belt and No Depression, Jeff Tweedy be dammed.
1117483992_360958831255224320 x	@RoobCSN @Mind4Mud Love it. Son Volt are the best non-famous band around.
1117483992_360958518783770624 x	@ByDavidMurphy This is a joke, right?
1117483992_359439454337245184 x	@gonzoCSN Can D-Jax ever shut up?
1117483992_359438570710249475 x	@KevinCooney RAJ couldn't win my Yahoo fantasy league.
1117483992_359438297539424256 x	@Buster_ESPN Doubtful. He seems like a headstrong jackass.
1117483992_359318058063507456 x	@ByDavidMurphy But the Ray Lewis picture sure makes him look less threatening...
1117483992_359317632270344192 x	@GreshandZo Not even close. $15 million sounds about right, but no more than 5 years.
1117483992_359110825493417984 x	RT @rainnwilson: This would be hysterical if it wasn't so tragic. GZ's 46 911 calls over the years: http://t.co/VWlTvVHbZC
1117483992_358981984787251200 x	@magelb Odds that RAJ actually moves him?
1117483992_358974447576817666 x	@brookob Great column on Pap contract. Odds on RAJ actually moving him?
1117483992_358669892070817792 x	RT @DennisDeitch: I'm going to call Wheeler, "Baby Traschel."
1117483992_358669530748297216 x	@magelb RAJ about to become player-GM
1117483992_358625706869129217 x	@Buster_ESPN gotta feel for Phillips there. Votto a class act as always.
1117483992_358620552186970113 x	@Joelsherman1 Great column.
1117483992_358341599614353408 x	@magelb So we lost one guy who was effective 2/3 of the time... Maybe Jose Mesa can still pitch?
1117483992_357619551304818688 x	@quasimado Thank you! The story is really interesting and well done. Hardly a fluff piece or sympathetic.
1117483992_357610057254449152 x	@GerryCallahan currently exploiting #BostonBombing victims' memories to further his career. #rollingstone cover
1117483992_357606145038364672 x	@GerryCallahan You're a moron. Go back to the Confederacy.
1117483992_357605308681568258 x	@GerryCallahan Maybe they were... the question is how they became monsters.
1117483992_357184174458798081 x	Are religious rhetoric and classical political rhetoric incompatible?
1117483992_357158588382318592 x	@HackswithHaggs Who gets the other "A" now that Ference is gone?
1117483992_357000685625151488 x	@brianros1 @RoobCSN @derrick3DPhilly @heshyshmu Yes to Rios. Asche is a nice prospect, Rios is an allstar. Not difficult, not happening.
1117483992_357000145155530752 x	@magelb Giles likes "sex appeal" in players like Utley? Odd choice of words from an old guy or insight into organizational strategy?
1117483992_356994418672287744 x	@RoobCSN @heshyshmu Yes in a second. A minor leaguer for a borderline all-star? Are thou nuts? Galvis, Hernandez, FA, etc can play 3b.
1117483992_356589889812307969 x	RT @graceishuman: RT @jsmooth995 The fundamental danger of an acquittal is not more riots, it is more George ZImmermans.
1117483992_355547591951384576 x	@KevinCooney Great column. I actually think he's not going to give up top prospects. "Young man's game"is a telling comment.
1117483992_355502495679791104 x	@DennisDeitch Saw on ESPN the other day his velocity is down more than a few ticks over the past few years... decline already started.
1117483992_355491809323003904 x	@KevinCooney Excellent.
1117483992_355147911455195136 x	@GerryCallahan @MaryWCVB She's insane. Definitely laid the groundwork for her sons' paranoia and violence.
1117483992_355126506722299904 x	@karabellespn I have a desperate need for pitching and I have Zobrist: do I deal Cano for Lee and Romo?
1117483992_355114014612791296 x	@lesliegudel Rollins GIDP not a good sign... has anyone from the media asked him about his offensive struggles this season?
1117483992_355121724632727552 x	@lesliegudel Ugh! I checked the monthly splits, too, to confirm my observation... can't win them all.
1117483992_355115846177271809 x	RT @GerryCallahan: "I see zero evidence. They got nothing," Dzhokhar groupie Lacey Buckley tells @bostonherald. I see an insanity defense. ?
1117483992_355109768488161282 x	@ryanlawrence21 Time to capitalize on the performance and trade for a bullpen piece? Promote Asche?
1117483992_355110992423813121 x	@ryanlawrence21 Ooooo Cardenas; nice reference.
1117483992_355099841895993344 x	@ggreenwald But how will this discontent become an issue in elections?
1117483992_354660895277846528 x	@KevinCooney Thoughts on this column? Szymborski: Howard contract a total loss http://t.co/krFrIw5xc0
1117483992_354660728310996995 x	@ByDavidMurphy Thoughts on this column?  Szymborski: Howard contract a total loss http://t.co/krFrIw5xc0
1117483992_354457291908583426 x	@brianros1 totally agree with this
1117483992_353995783965646849 x	@gonzoCSN He needs to make sure Obama hasn't taken his guns between pitches.
1117483992_353360231826329600 x	@keithlaw  RT@ToddZolecki: Howard entered night with .503 OPS against lefties, which ranked 194th out of 202 qualifying players in baseball.
1117483992_353359469687750656 x	RT @ToddZolecki: Howard entered night with .503 OPS against lefties, which ranked 194th out of 202 qualifying players in baseball.
1117483992_352964469556649984 x	When did county music become the only genre associated with patriotism?
1117483992_352828800901447681 x	@KevinCooney @DennisDeitch The Rising *is* an underrates album. I'd put it on par with The River, at least.
1117483992_352641769835479041 x	@SheridanScribe  Just read your column on why RAJ won't fire CM. Totally agree on all points. IOW, self-preservation.
1117483992_352629853054451715 x	@DennisDeitch Lannan blows. It's really that simple.
1117483992_352628216873230338 x	@PapaBearNation Amazing
1117483992_352556008884813824 x	@KevinCooney What about "Sudden Death," featuring Jean Claude?
1117483992_352555517379489794 x	@LesBowen But they might get hot and go on a playoff run!
1117483992_352245906931859457 x	RT @DennisDeitch: Seriously, someone in the minors is being prevented from being a big-league player by Laynce Nix.
1117483992_352245219019849728 x	@inkstainedretch Sign of a team that's quit on its manager?
1117483992_352243924166909952 x	@KevinCooney Questionable bullpen usage has been a trademark of Manuel/Dubee. Phils stuck in 1990's bullpen philosophy.
1117483992_352242427878318080 x	@DennisDeitch So fire him. It's already cost them plenty of games.
1117483992_352242079738499072 x	@DennisDeitch Charlie's trademark bullpen usage. #fireable
1117483992_352195212916957184 x	@DennisDeitch Tell Papelbon to shut up about other teams (MLB interview dissing Puig as all-star).
1117483992_352091130931838976 x	RT @LesBowen: If u made me King of the Phils for a day, told me I could fire either Charlie or Ruben, it would be an easy choice. Charlie w?
1117483992_352088613686747138 x	@Reddingwb @LesBowen Also makes RAJ next on the chopping block. Changing managers in the off-season, less so.
1117483992_352087527177461760 x	@brianros1 is right. Tough part is BP's notoriously difficult to project, even for great GM's. Not all RAJ's fault. @LesBowen @JordanRaanan
1117483992_352086975500656642 x	@megelizabeth @jessmisener I was born in '84 and I like ~25% of that list; does that make me 1/4 of a millennial?
