1170634285_386935780452888576 x	Busy hating this team...very busy
1170634285_391776156518977536 x	Whiskerless closes it out for the Sox....can they beat the Cardinals...hmmm
1170634285_391771908276248576 x	@MikeMiss975 wait...what?
1170634285_391528238243381248 x	Another cardinals world series is not bearable without larussa ..imagine Tony and Jim Leyland head to head...baseball as we never imagined
1170634285_390999944309800960 x	Bill Flett gives the Sox a 1-0 lead
1170634285_390299703944167424 x	Maybe Mr Baldwin needs to reload the front office
1170634285_382285442907119616 x	There he goes, a great man, we will always salute you
1170634285_380875859353411584 x	Michael Irvin wants to be our girlfriend
1170634285_380871002554892288 x	#&/!$:!!!!
1170634285_380870360268546048 x	This is going to be a maddening season. Stay focused everyone real players will be here soon, two years tops
1170634285_380868457027629056 x	Jesus.......be a fumble........or an interception
1170634285_380865056386600960 x	I don't fear Alex Smith.
1170634285_380844873240551424 x	@SpikeEskin 5
1170634285_380843741680238592 x	@donavanjmcnabb thanks for the pic
1170634285_380840190765703168 x	LET'S DO THIS
1170634285_380840051057639424 x	The Birds are in the house
1170634285_380839866390831104 x	Big Red is in the house
1170634285_380839731388776448 x	5 is in the house
1170634285_379337918273568770 x	Dan Dierdorf is the biggest dope in football and that last play was embarrassing
1170634285_379334761371947008 x	This is a loss
1170634285_379331771256803328 x	This is last years defense and I hate it
1170634285_379322259204493312 x	Eagles secondary is second to all
1170634285_377231034511020033 x	===BREAKING NEWS===We are back baby!!!!!!!!!!
1170634285_377224739250798593 x	The guy holding the down marker just faked an injury
1170634285_377223949194919936 x	The only way to defend this is to fake injury
1170634285_377218584902402048 x	SAFETY.....YES
1170634285_377215520866861057 x	I hope Washington doesn't stink because this might mean something big
1170634285_377213829807362048 x	OK let's go again
1170634285_377213627277004801 x	Wait what
1170634285_377213479599751168 x	Oh God now the other side of the ball
1170634285_376877766211166209 x	@JonMarks975 @Dutch975 #rightonfighton The Great Darren Daulton
1170634285_376851592588177408 x	decisions,decisions,decisions, Sunday Night Football......or #RHONJ......decisions,decisions,decisions
1170634285_376532448395689984 x	What a joy to not have Jimmy in this game.
1170634285_376530964530622464 x	Papelbum
1170634285_376519300200538112 x	@KeithJones wow hockey player to Emmy winning anchor
1170634285_376514585005940737 x	Somehow Utley makes this slop watchable
1170634285_376512727684251648 x	Douche chill alert
1170634285_376512516991758336 x	Hey Mini Mart take that rag off your head you're supposed to be a baseball player and learn to play baseball while you're at it
1170634285_373800794853998592 x	Charles and faux Jimmy Lynam should replace Glen Mcnow and whoever has to suffer alongside him
1170634285_373799400096931840 x	Joe Conklin is the man
1170634285_373635067966271488 x	The first dork who comes up to me on Wednesday and says Guess what day it is dies
1170634285_373634425453412352 x	The Braves are starting to monitor their magic number......I'm sickened
1170634285_373633722085437440 x	@Faux_Philly Kick A on your new gig......Big Fan
1170634285_373629569195978753 x	Was watching what could be the worst Dennis Quade movie ever made-Innerspace-worse than"The Day After Tomorrow-I hate that the guy is famous
1170634285_373628032839217154 x	Dear Mike-we know you are the same paniky no-thinking player you have always been so please don't slide and bring on the inevitable quickly
1170634285_369627039885950976 x	You know it's over when the only reason you watch is to hear Jim Joyce call strikes
1170634285_368906864919986176 x	Chapter 1....Jimmy Rollins
1170634285_368904792443060224 x	How does TMac call Mayberry "usually sure handed"? He doesn't belong in the big leagues
1170634285_368905557995814912 x	@NotWheeler nice
1170634285_368902562717511681 x	Any one of these Phillies could write a book...how we became the worst team in baseball. Any one want to debate that fact bring it on
1170634285_368545862772723715 x	Feel bad about Charlie but dog on it it had to happen...should have been done years ago
1170634285_367796770417692672 x	I don't like other people railing on Wheels he is on this earth for my enjoyment only so back off before someone gets hurt
1170634285_366181400497491968 x	@howardeskin thanks for explaining waivers ..........what?????????
1170634285_366180486504124418 x	Oh what a wonderful way to start the day with @howardeskin on 94WIP. Surprised he hasn't tried TV. Good Morning Harold.
1170634285_365988568113483776 x	Right before Vick hit Jackson in stride he almost got Avant killed
1170634285_365635713674387457 x	@raywwilson Real Housewives of New Jersey was sick last week and Survivor is coming back soon so we got that goin for us.......which is nice
1170634285_361973837992181761 x	Nothing good can come this week. To buy is stupid, to stand pat insane, and to sell....sad. This is a sad time to be a Phillies fan. #2008
1170634285_361301636070653952 x	@Faux_Philly I feel like Raul Ibanez would have as well
1170634285_361299420584755200 x	#hello
1170634285_343543989728845824 x	@LaurieStenger10 @SportsChatChuck its poop no matter who sees it
1170634285_361299210504650753 x	NOTICE: fifth innng....Charlie gave up. Charlie quit. Talent void is not his fault, but don't quit. #youplaytowinthegame
1170634285_361293621670060034 x	#dissapointingseason #impossibletowatch
1170634285_361288485035970560 x	Hey Mini Mart, button your shirt. You're lucky to be here
1170634285_361291266966818816 x	@Faux_Philly Michael is lucky to be in baseball
1170634285_361289978703118336 x	Scherzer's stuff is filthy
1170634285_357478114969927682 x	Tim Mcarver = douche
1170634285_357477572847730688 x	Cliff over Hamels any day. The real questions are Ruff over Howard or Mayberry over a bag of baseballs
1170634285_357307226534322176 x	I wonder what the xrays on Cano were
1170634285_357303254247415809 x	The Veterans tributes at these national showcase games never gets old and I hope everyone takes time to honor them. God Bless Our Troops.
1170634285_356951729272668161 x	Chris Berman needs to not say back back back ..........or anything else for that matter
1170634285_356592740928200705 x	Real Housewives of New Jersey is the next best thing to WWE
1170634285_356397787019091968 x	@RoobCSN @adammark1976 Joe Lefevre, Johnny Briggs, The Minister.....
1170634285_356231684183699458 x	Holy Shit
1170634285_356229423579676672 x	Blazing Saddles is on. More beans Mr. Taggert?
1170634285_356228249115832321 x	Zimmerman jury definitely coming back with a guilty verdict. They just aren't sure guilty of what
1170634285_355833093342502912 x	I wonder if tomorrow's games will be televised
1170634285_355831617954136066 x	@corrado_19 AK AK      AK      AK AK AK AK AK AK
1170634285_355826771997896704 x	@faux_dutch ...was pulling for you bro...still reading your tweets  #10beatscancer
1170634285_355827607629078529 x	@faux_dutch right on ray
1170634285_355826846471950337 x	RT @SportsChatChuck: #FF @faux_dutch @Faux975Caller @HurkaDoesSports @RyanfromJersey @ColinHumphreys @healerjo @H_leall @jharp02 @FakeRobCh?
1170634285_354029081412636672 x	OK part one of my plan has been activated, now stay tuned for the other shoe to drop. This plan is fail safe. #byebyejimmy
1170634285_353298058051715073 x	Showcasing Dutch between innings was brilliant as maybe some of these guys will figure out what it takes
1170634285_352934084219117570 x	So Howard And Rollins try to cost the Phillies the game and they win anyway. Makes one wonder how good they could be without them. Ruben????
1170634285_352837218299150336 x	Shut Ryan Howard down for crying out loud and unload Rollins. Problems solved. Bet they'd make a run.
1170634285_352836545478270976 x	Been listening to the experts say be patient for three years now, don't panic. And they're still considered experts. Should predict weather.
1170634285_348249515226185728 x	Cole Hamels you ,may board when ready
1170634285_347857401854177281 x	Climb aboard Charlie
1170634285_347499342468370433 x	Wheels.......climb aboard
1170634285_347121380938104832 x	I'm back on the grid and preparing to start naming names for a one way rocket trip into space
1170634285_347122658539872257 x	@80PhiIIies08. I don't know
1170634285_345612575125426176 x	@bigjones01 bwahahaha
1170634285_345303775143137280 x	Am I the only one who thinks the accent of @CutonDime25 is hard to understand
1170634285_344650240189689857 x	They cold hold the surfing championships in Ben Davis's hair
1170634285_344645916738846721 x	Maddening
1170634285_344644797950205953 x	@JackMcCaffery nah....wrong move bringing in Bastardo. This guy is a mess.
1170634285_344637860923711488 x	There's something supernatural going on this year with CY Young being reincarnated and pitching against the Phillies several times a week
1170634285_344625752106491906 x	@80PhiIIies08 bwahahaha
1170634285_344244496088854528 x	The Detroit Pistons made me smile today and for that I thank them
1170634285_344243686453952512 x	Ocho Cinco made me laugh today and for that I thank him.
1170634285_343832086848876544 x	Wheels doing his Ruben impression twitttling his thumbs
1170634285_343544290691145728 x	@TonyBrunoShow Why aren't you watching the Phillies we got bad baseball action yo
1170634285_343541874054799360 x	This is just so unfair to John Mayberry Jr. How is he expected to carry the whole team on his shoulders?
1170634285_343388035309768706 x	@AngryAlBundy @SeanBrace975 @PatGallen_975 YEA!!! what he said
1170634285_343386591680671745 x	@SeanBrace975 Stop whining about this guy. He shouldn't be here anyway he's a fraud. We'll destroy him soon enough for his lousy play
1170634285_343348947286380544 x	@FightinForPHI yea we need to get Big John some all star votes before its too late
1170634285_343161602058620929 x	I've always said John Mayberry deserves a shot
1170634285_342795711349395456 x	OK everyone start your John Mayberry worship now. I'll sit here and be quiet for as long as possible but I know how this will end
1170634285_342101132279181313 x	I should be back to Mayberry bashing in just a minute
1170634285_342197986308268032 x	@FakeRobCharry sometimes you can throw a ball hard enough that if it hits a bat it will travel very far, just not usually twice in one game
1170634285_342100832675844096 x	The pile of poop Bastardo is accumulating on the mound is getting large
1170634285_342100367376539648 x	Who didn't know that was going to happen.
1170634285_342100149419524097 x	This Bastardo has drawn the attention of my ire away from Mayberry. I want him gone. And take the bumbling Skipper with you
1170634285_341224581698310144 x	@BroadStBeat small world
1170634285_341020173546962944 x	Watching the Yankees for some entertainment
1170634285_340971426750291968 x	Stop with the he was nasty today. They swing at garbage.  No discipline idiots. Comes from the top
1170634285_340658423240744961 x	@HighCheese no shot at a wc spot they'll have to win the division and this team is not good enough. Its not even "fun to watch baseball"
1170634285_340654739085746176 x	Now Galvis is a mess at the plate. There needs to be something different done pretty soon Any success we're seeing is fool's gold I'm afraid
1170634285_340648336308727808 x	Oh Ryan Howard, you are cooked
1170634285_340648118741778433 x	That Ticket Oak dude could be the creepiest guy I have seen since TMac's laugh
1170634285_340290267057909761 x	Five hits against a spot starter isn't Durbin's fault. And..........Durbin stinks
1170634285_340263645051244544 x	Gotta admit even if they lose its pretty impressive to play the Red Sox who have owned them this tough
1170634285_340246726499766272 x	@raypalena Jimmy Poppins????
1170634285_340223637816745987 x	Gun to your head....you can keep one pitcher and one position player...wondering who stays
1170634285_339923898206404609 x	Why is Mini Mart up here
1170634285_339919621396250624 x	Poop
1170634285_339877100871901184 x	Delmon Young is overpaid at a buck 380. This is getting like last year's Eagles. Unwatchable and unlikable. Bring in Tony Larusa to reinvent
1170634285_339528259475738624 x	Why would you run the same lineup as last night out there when they couldn't do anything against CY Young Jr.
1170634285_339527473719017472 x	Delmon Young is stealing money
1170634285_339527065428697088 x	Cliff will now cruise to a 1-1 tie through ten
1170634285_339525830340386816 x	John Mayberry Jr. = poop
1170634285_339506907767263232 x	Its not Ruben's fault that these undisciplined bums can't score runs. The manager has lost the team. Relieve Charlie and Mayberry now please
1170634285_339183262494752768 x	Thank goodness John Mayberry Jr. is in the outfield for defensive purpo.......oh, never mind. Go back to Little League son.
1170634285_338828673786445824 x	Only NASCAR would let you bring scaffolding and sofas to watch an event.
1170634285_338827008119275520 x	@KevinCooney oh gooddy a Victorino story just what we want to read right before we watch the Phillies get no-hit tomorrow.
1170634285_338775576515063809 x	Maybe Hamels needs a taste of Lehigh Valley if he can't win at this level
1170634285_338680580931715072 x	F1 on the tube this morning was kinda cool but hard to watch without a good analyst. Too bad Wheels and Sarge aren't available
1170634285_338679716653432832 x	Phil Jackson exposes Michael Jordan as the fraud that he is but is wrong on Russell. Wilt, Wilt, and only Wilt. Greatest athlete of all time
1170634285_336633105324593153 x	Can't watch the game thinking about Moore OK
1170634285_336239931712212993 x	Smoke and Mirrors win man-Get Galvis into these games immediatly-OF shoulld be Ruff/Brown/Galvis-Tommy Joseph starting catcher-Seacrest out!
1170634285_335165370757419009 x	RIP Dick Trikle
1170634285_334089013369663488 x	Dutch is and will always be the man. If we had Dutch in uniform this undisciplined play would not be tolerated. #putdutchincharge
1170634285_333580671450767360 x	Piling up RBI's on double play balls is not helping the team, its a rally killer. Being the last batter in the game is getting old #epicfail
1170634285_333579951301353472 x	Watch film, improve yourself, don't just go up there and flail away hoping to make contact, soon we'll play your music for the walk back
1170634285_333579246419189762 x	Ryan Howard = KKKKKKKKKKKKKK No plate discipline, no baseball smarts. This guy is hurting the team more than an injured Halladay #everyday
1170634285_333417078948245504 x	Phillies:please have Mayberry's and Bastardo's bags packed so I can drive them to the airport
1170634285_333261885422063617 x	@AdamReigner pa+leeez
1170634285_333190538113187840 x	I just woke up. Is Charlie still the manager? Time to start flying planes and banners over the stadium. Living, breathing idiot. Were doomed
1170634285_333040516239351809 x	Mayberry? Really? Really? Just penciling his name into the lineup should be enough to get you fired #hecantplay
1170634285_331560023673159680 x	Ruben I've supported you until now....I think I just threw up in my mouth a little bit...you are full of turds
1170634285_331154775628476418 x	That's the T Ball team that's beating them 12-0
1170634285_330113162378633217 x	Michael Young is dragging this team down
1170634285_329768305575460865 x	#brutal
1170634285_329402673596071938 x	Somebody put one in somebody's earflap NOW
1170634285_329389064291766273 x	Halladay looked like when he threw the perfect game........... except for the runs and hits #epicfail
1170634285_328590267714244608 x	Hey Ryan Howard stop admiring your non homeruns if you can't run, that's Jimmy Rollinsesque and not acceptable that is lazy, lazy, lazy.
1170634285_329341946856361984 x	@TruBro69 yea as long as the ball clears the wall yo
1170634285_328532510038433792 x	RT @corrado_19: #RyanHoward finally getting hot, Charlie benches him. Do you see now why we have to take the car keys away from the head co?
1170634285_328529911784558592 x	Oh where, oh where have you gone Pat Gillick, oh where oh where can you be???
1170634285_328529633572167681 x	Another stellar move by Amaro DFA'ing the wrong catcher and Mayberry is still on the roster. Maybe a wholesale change at the top would do it
