Topic Number,Probability,Level,Topic Words,,,,,,,,,,,,,
44,4.30E-05,2, person people man family bro good emotion ladies hey wanted lmao body love real gave classy rank sign refresh wow sports ,,,,,,,,,,,,"2,","2,"
45,1.43E-05,1, url roc real days problem rocbuzz life ready frank martin i'm listening domestic pandora ago...so man sinatra dean month guilty holiday ,,,,,,,,,,,,"1,","1,"
46,1.17E-05,0, url win ben card giveaway wayne gift hopkins offlook batman reggie learning jack bernard tom amount age miss picasso acme free ,,,,,,,,,,,,"0,","0,"
47,3.61E-05,3, url person love justin bieber family drink man meet found weed girl video inappropriate told john funny smoking song guys loves ,,,,,,,,,,,,"3,","3,"
48,1.66E-05,0, url tiger room locker practise johnson woods ball eagles future squad andre marc feet lane masters today design cap signing roster ,,,,,,,,,,,,"0,","0,"
49,4.38E-05,3, happy birthday url love family person order day beautiful today year favorite girl congratulations man dad big friend enjoy miss age ,,,,,,,,,,,,"3,","3,"
50,0.127623704,2, i'm time work school day home today sleep back night good design bed activity order tomorrow morning hours days rain tired ,,,,,,,,,,,,"2,","2,"
51,5.60E-05,2, url people health service jobs pay care government free insurance money food order amount project sign country live tax learn cost ,,,,,,,,,,,,"2,","2,"
52,1.32E-05,1, url i'm love remix whiting video earned duck north soundcloud check signs short live son nowplaying bonce factory man heels normal ,,,,,,,,,,,,"1,","1,"
53,5.35E-05,2, wait can't url back tomorrow don't miss tonight time reaction fly location days ready weekend holiday jersey worry stop philly i'm ,,,,,,,,,,,,"2,","2,"
54,0.045660467,1, url phone application i've earned download project design free achievement found video item check app site updated find battery update mobile ,,,,,,,,,,,,"1,","1,"
55,7.88E-05,2, good luck great love miss morning congratulations congrats happy today job awesome hope man tonight big sounds person guys work i'm ,,,,,,,,,,,,"2,","2,"
56,1.28E-05,0, url training genre number camp black win nike review lebrun real spring suede magazine entered freekicks ext vegas hills a's summer ,,,,,,,,,,,,"0,","0,"
57,2.03E-05,3, url family emotion adrian peterson prayers love thoughts day today families heart kindle sad loss starts friends affected strange rip boys ,,,,,,,,,,,,"3,","3,"
58,2.07E-05,3, love url miss funny age big surprise man loves show field giant thing back ain't hurry family usopen lincoln loving mad ,,,,,,,,,,,,"3,","3,"
59,5.29E-05,0, world series game years phillies year number ago sox won sports red win team order url today people rank watching design ,,,,,,,,,,,,"0,","0,"
60,2.15E-05,0, manning peyton romo eli pts trivia dmb tony song tom brady design order demb game dave calls season year number units ,,,,,,,,,,,,"0,","0,"
61,2.30E-05,2, life story mind url perf ilysm true learned change words word sign admit dream earned lessons speed quote favorite enjoy control ,,,,,,,,,,,,"2,","2,"
62,7.05E-06,2, url mixlr live xbox show network i'm tune djs's networkdjs oklahoma suspended smith abuse drug tough left shows sooners blackman aldon ,,,,,,,,,,,,"2,","2,"
63,9.46E-06,0, letters url city stage unit fair job wildwood bensalem les today irishweekend online stts shift interviews waymart parade reveals live applied ,,,,,,,,,,,,"0,","0,"
64,1.42E-05,0, url money make earn business easy ways home work online learn hashtag created what's happy referral elvis cam cough newton difference ,,,,,,,,,,,,"0,","0,"
65,5.84E-05,0, url live night time listen play show watch tonight tomorrow tune radio interview video check unit est news talk coming job ,,,,,,,,,,,,"0,","0,"
66,0.057760763,0, eagles andy reid coach team chip people kelly sports job order year philly defence good game chiefs url nfl play manager ,,,,,,,,,,,,"0,","0,"
67,1.13E-04,2, url location government fire police item people order design man breaking family road news living killed manager found person review dead ,,,,,,,,,,,,"2,","2,"
68,3.63E-05,2, url mammal person girl family bad dogs boy age front man cats location dog hot lucky loves color baby nationality cat ,,,,,,,,,,,,"2,","2,"
69,3.53E-05,0, order refresh year draft round eagles design games pick rank game history trade fantasy number player nfl team calls top season ,,,,,,,,,,,,"0,","0,"
70,7.65E-06,0, letters url fiction lekker met hate pack win pur funny weer rico als unit moet nar kick reaction net arv heel ,,,,,,,,,,,,"0,","0,"
71,5.68E-05,2, url check great love free awesome site store food today photos tips party order time songs peek design philly weekend clothes ,,,,,,,,,,,,"2,","2,"
72,9.35E-05,2, people bad i'm admit hate love sports strange make annoy play it's makes time funny feel friends true angry matter good ,,,,,,,,,,,,"2,","2,"
73,2.38E-05,1, url i'm philadelphia park city mayor location york philly design box bank photo search ave citizens center nutter opening reveals day ,,,,,,,,,,,,"1,","1,"
74,1.33E-05,3, url change follow education pregnancyloss computer propulsion cycle lbs item tina secret money security gas save built boxing vin personal jobs ,,,,,,,,,,,,"3,","3,"
75,2.44E-05,0, url school news sports high video upper fox lines group great washington wtf today temple darby philadelphia location blurred weather back ,,,,,,,,,,,,"0,","0,"
76,4.45E-05,1, design hours number days application time years minutes order ago back url unit late day started top running today shows left ,,,,,,,,,,,,"1,","1,"
77,0.020285996,3, people life things make love time good rank i'm thing hard emotion don't happen stay find person feel it's forget change ,,,,,,,,,,,,"3,","3,"
78,0.095358073,3, bad people event family person inappropriate call problems man make time feel kids admit makes world making age good thing mammal ,,,,,,,,,,,,"3,","3,"
79,7.62E-06,0, nhl simmonds datsyuk vote cover wayne twitter voting today covervote tweeting crosby double works votes malkin flyers tavares convince tweet sidney ,,,,,,,,,,,,"0,","0,"
80,0.016117562,2, url order grade school pretty crying cool man crazy told stay laughing lal wow philly easy stop huh match fresh family ,,,,,,,,,,,,"2,","2,"
81,2.29E-05,0, url eagles cowboys game fly flyeaglesfly fans philly jersey people giants redskins let's ready birdgang cowboysnation dallas birds lions williams raiders ,,,,,,,,,,,,"0,","0,"
82,1.35E-05,2, url hashtag check listing video team track support great join youtube autism order dempsey walking outbuy show tour realtor twin ave ,,,,,,,,,,,,"2,","2,"
83,3.64E-05,3, url home i'm person activity house make location room food family drunk clean tonight fire back yeah baby hurry door bring ,,,,,,,,,,,,"3,","3,"
84,4.20E-05,1, win follow url chance enter followers retweet redweed giveaway visit fast competition design tweet ratites teamfollowback screwed job giving time tickets ,,,,,,,,,,,,"1,","1,"
85,1.17E-05,1, url sale price flavor texting e-liquid huge superman made naked batman joe i'm fire stones driving....go america bob newspa church willie ,,,,,,,,,,,,"1,","1,"
86,4.35E-05,3, follow url twitter picture back love thx wink followers friend send nice profile secondmom instagram photos hey happy s/o shout person ,,,,,,,,,,,,"3,","3,"
87,1.52E-05,3, url drinking i'm top county hill stories beverage davao city today thursday cherry ipa daily throwback oktoberfest carrie river mall brewing ,,,,,,,,,,,,"3,","3,"
88,1.91E-05,1, real question big project back url answer rich that's guess money deal phillips bobby buy photos send bro true active attitude ,,,,,,,,,,,,"1,","1,"
89,1.14E-05,1, url making i'm rewards mpoints jon android pruden lacy friends morris cardinals family fantasy application junkies guys haiti channel week adams ,,,,,,,,,,,,"1,","1,"
90,1.95E-05,1, url i'm watching power checked-in getglue location clothes wing live philadelphia nyc loving house washington rock watch design hanging super earned ,,,,,,,,,,,,"1,","1,"
91,1.62E-05,1, url redweed follow followers win screwed tweet sports job back mlbfc teamfollowback retweet jersey give followback free worldseries tfb aday clothes ,,,,,,,,,,,,"1,","1,"
92,9.07E-06,0, letters det reaction att och med sahara url jag int sam's man oasis sams kan han water project twittpuck blair var ,,,,,,,,,,,,"0,","0,"
93,1.43E-05,2, url location video clothes design found roast villa beef living bacon level sat people plane aston rock supposed sun fmh cafe ,,,,,,,,,,,,"2,","2,"
94,2.15E-05,0, url show photo live rob radio dee joe cellar today rocklin doo jodie today's tonight air shows party york midnight harry ,,,,,,,,,,,,"0,","0,"
95,9.58E-06,1, url reaction bye han profile dynasty bear professional hashtag peter job main updated west chester boom line connect video re/max homework ,,,,,,,,,,,,"1,","1,"
96,6.84E-05,3, i'm people fucking wow bad road time damn man crazy ass drive person lost that's laugh god fuck surprise hate calls ,,,,,,,,,,,,"3,","3,"
97,1.77E-05,1, url year regular baseball september day august football winners forecast successful park october forecasts festival fall lake sun perfect fishing bark ,,,,,,,,,,,,"1,","1,"
98,4.31E-05,1, url order today day don't support join sale design book buy project free tickets forget details month miss visit read days ,,,,,,,,,,,,"1,","1,"
99,1.43E-05,1, url design today people house affected swans halloween freddie years year october found prison stats mitchell contest followers told person enflowers ,,,,,,,,,,,,"1,","1,"
100,1.84E-05,1, url san i'm photo francisco diego comedy empire adventure river sharks fran tonight place aquarium park boardwalk toms number love club ,,,,,,,,,,,,"1,","1,"
101,0.118167231,0, eagles vick fowles nick chip barkley kelly url game start michael matt play calls order time nfl foles today sunday starting ,,,,,,,,,,,,"0,","0,"
102,1.20E-05,1, url hashtag business kickstarted performance clothing philly biz move made line attire confidence bucciovertimechallenge people brand cyao carter mick richards hln ,,,,,,,,,,,,"1,","1,"
103,5.28E-05,2, design years number ago time minutes hours application days amount year order url couple day times units i've lost location changed ,,,,,,,,,,,,"2,","2,"
104,2.58E-05,1, url lot music year miss parking west location video love activity mammal country america philly hart playing santa virginia tree living ,,,,,,,,,,,,"1,","1,"
105,9.67E-06,1, url jam pearl summerharvest meal dinner courses space summer order tuesday join joined night created hashtag reveals set profile professional network ,,,,,,,,,,,,"1,","1,"
106,7.32E-05,1, night good stay day i'm time sports back love morning game watching url tomorrow tonight watch great today monday news late ,,,,,,,,,,,,"1,","1,"
107,1.45E-05,2, url workout check letters run dance dancing fitness daily healthy break college diet coke mayo university raw set jog sleep tips ,,,,,,,,,,,,"2,","2,"
108,2.81E-05,1, url day people today special veterans country happy order service served support share usa community i'm philadelphia year academy vets past ,,,,,,,,,,,,"1,","1,"
109,1.30E-04,0, flyers game order play team season goal tonight nhl win games good trade back rangers year playing time people mason fight ,,,,,,,,,,,,"0,","0,"
110,0.001370635,0, brown sixers url brett chris coach year ers dom refresh turner trade draft team noel order phillies nba evan holiday young ,,,,,,,,,,,,"0,","0,"
111,3.80E-06,1, nhl datsyuk url nam americans article truong letters edgar aldo job ninh lodge ufc ban covervote carbon aptness bntv uund hospitality ,,,,,,,,,,,,"1,","1,"
112,0.005498756,3, i'm funny laugh good reaction surprise tweet person love thought strange man thing angry admit text lol family bad haha pretty ,,,,,,,,,,,,"3,","3,"
113,2.20E-05,0, game heat lebaron chris nba bosh finals lbj mike person tonight rank wade shot james double spurs scored paul triple reaction ,,,,,,,,,,,,"0,","0,"
114,8.09E-05,1, url hashtag twitter google design group gadgets number phone video tips application business online project great service check news post jobs ,,,,,,,,,,,,"1,","1,"
115,1.42E-05,1, url hall fame bill state larry vote coach rock disney o'brien rick fred inducted walt psu penn roll mouse football bird ,,,,,,,,,,,,"1,","1,"
116,0.00137085,2, letters city direction por para como esta funny location email bien happy emotion gracias ser quire family paas estas major nada ,,,,,,,,,,,,"2,","2,"
117,1.22E-05,2, url sandy kevin tonight marshall hurricane graham world red cross emotion magician brandon relief making class text keith cut skin skincare ,,,,,,,,,,,,"2,","2,"
118,1.24E-05,2, url job beauty studio wedding hairandmakeup i'm knock state grace weddings back hair social sweet philly kids life eastern penitentiary meet ,,,,,,,,,,,,"2,","2,"
119,1.68E-05,0, url getglue ripjustkilledthegram wegetthegrampopping mine sticker king lamar watching limited benjamin fan today's soundcloud watch join luther thevoice stickers breakingbad check ,,,,,,,,,,,,"0,","0,"
120,0.020139718,0, state penn url michigan ohio game phone pennstate fight job psu city babe winlessforwiggins lions application calls level win year ruth ,,,,,,,,,,,,"0,","0,"
121,0.104721208,0, eagles order ball game units design pass vick running calls defence play mccoy fowles put move refresh offence cooper good road ,,,,,,,,,,,,"0,","0,"
122,1.37E-05,1, url ryan miller thomas matt bell robinson link bobby harvey steve braun posted refresh lewis buffalo love share inlinkz adams surgery ,,,,,,,,,,,,"1,","1,"
123,5.13E-06,0, letters liiga jos muta susijengi oil hctps nain kun age sen kin emkoris olla unit han left peed mitten tou univ ,,,,,,,,,,,,"0,","0,"
124,0.001364711,1, url news incognito jobs airport martin party international webmaker yahoo what's richie deal left calls wsj sandy philadelphia tea nnamdi dolphins ,,,,,,,,,,,,"1,","1,"
125,9.57E-06,1, url finished shows watch top scoop tonight's viggle network viggleminute social join aesthetic back loves gpab news williams glee wendy show ,,,,,,,,,,,,"1,","1,"
126,5.33E-05,2, people amount number time money lots project write design year made units songs back minutes high order photos location giving pay ,,,,,,,,,,,,"2,","2,"
127,0.001428125,2, people twitter job person i'm hate tweet love admit answer bad follow question time back give problems guys annoy real truth ,,,,,,,,,,,,"2,","2,"
128,7.68E-05,1, url check free page win project follow post visit link share click website money order facebook send updated site make today ,,,,,,,,,,,,"1,","1,"
129,1.17E-05,1, url started happy member networkdjs mixlr uniteblue verified live mix step number charts katy hip we're fly hop perry request newest ,,,,,,,,,,,,"1,","1,"
130,2.42E-05,1, url james rank tony john actor order jones george jerry manager movie great jimmy rip bill dead legend peter awesome fiction ,,,,,,,,,,,,"1,","1,"
131,1.95E-05,2, i'm url person application find design bored killer store wrong call haha coming annoy ready today angry super excuse florida aware ,,,,,,,,,,,,"2,","2,"
132,3.90E-05,2, url love today cancer scope aries gemini leo job sagittarius emotion feel pisces capricorn time life find energy you're personal day ,,,,,,,,,,,,"2,","2,"
133,1.91E-05,1, url street gazing style body philippines songs typhoon news broad location pants yoga hit job wall clothes philadelphia fiction main dream ,,,,,,,,,,,,"1,","1,"
134,4.81E-05,2, good morning day url enjoy man family dan happy friday weekend world it's today beautiful friends monday sunday god great tgif ,,,,,,,,,,,,"2,","2,"
135,4.60E-06,2, riffraff roll ruff ruffin all,ruff paws nice great lips everyone,happy tongue ruby day application everyone,it's bernard great/fun/safe flex miss ronnie graham ,,,,,,,,,"2,","2,"
136,1.23E-05,1, url free service media book project message phone coverage consultations agent send sherman richard reveals application order today crime blue text ,,,,,,,,,,,,"1,","1,"
137,4.71E-05,1, url life service people learn rank make change share problems customer future fear world stop successful live things point success custserv ,,,,,,,,,,,,"1,","1,"
138,1.93E-05,2, url video check search let's quran music fight watch mary official trailer tweetphoto playlist guy justice club review channel designs posted ,,,,,,,,,,,,"2,","2,"
139,1.90E-05,2, url love fly race city yesterday ready philly hey rock move bryn ride run means time mawr wcw weekend woot video ,,,,,,,,,,,,"2,","2,"
140,6.86E-05,0, eagles team super order game bowl time year win sports jets player play nfl good fantasy week url people trade giants ,,,,,,,,,,,,"0,","0,"
141,7.23E-06,0, letters url unit follow city pass yag les yang reaction therine dans untuck pas happy fait bergevin tout personal salamat coalition ,,,,,,,,,,,,"0,","0,"
142,5.40E-05,2, url family great night story movie love activity awesome rank home long day watching time music i'm location living earned beautiful ,,,,,,,,,,,,"2,","2,"
143,3.23E-05,1, people sports job team tim rank tebu ray thinking thing philly answer admit randall talking great christian leave eagles bad flyers ,,,,,,,,,,,,"1,","1,"
144,0.044311474,2, great url read philly time learned back news book good boys year rank i've gave girl admit years times love thing ,,,,,,,,,,,,"2,","2,"
145,2.46E-05,2, people working location work school hard application act songs give respect url race rivera mariano follow list running awesome day loyalty ,,,,,,,,,,,,"2,","2,"
146,5.23E-05,2, url photo posted facebook photos drinking album hashtag video ale playlist instagram song ipa textcutie pumpkin gallery coral bar comcast corporate ,,,,,,,,,,,,"2,","2,"
147,9.65E-06,1, michael url carter-williams pts steals page nba rookie debut points teamdempsey heat mention walkforautism williams ers units good ast assists order ,,,,,,,,,,,,"1,","1,"
148,1.36E-05,1, url i'm listening pandora christmas holiday merry bauer song santa rashida cole bubba jack hallelujah baby type radio bear remix king ,,,,,,,,,,,,"1,","1,"
149,2.27E-05,0, url sports oregon state team color florida joe fiction georgia football college people ducks calls game ncaa classify play helmets jerseys ,,,,,,,,,,,,"0,","0,"
150,5.83E-05,2, protected blessings letters unhappy hahahaha lang hahaha ako hahahahaha preach reaction mexican amen ang dip naman ala guests notfound funny fiesta ,,,,,,,,,,,,"2,","2,"
151,0.002807399,2, happy day great good hope today beautiful love birthday family morning weekend awesome enjoy time night fun nice work friday back ,,,,,,,,,,,,"2,","2,"
152,0.018846738,1, sports game team url win people great order tonight location nationality usa year today congrats flyers college city calls season play ,,,,,,,,,,,,"1,","1,"
153,7.06E-05,1, food url beverage taste flavor eating good color eat cream unit love drink water day location made favorite make chocolate meal ,,,,,,,,,,,,"1,","1,"
154,2.12E-05,1, url family kim person love kayne girl west lil big gradation north pregnant call don't year i'm inappropriate booty mother ass ,,,,,,,,,,,,"1,","1,"
155,2.52E-05,2, url remember joe find point alex word job interview peace make year bob care news people photos jim manager personal angry ,,,,,,,,,,,,"2,","2,"
156,1.47E-05,1, url taste read sunday shake lance harlem stop pass buffet mammal control test coming brunch video crowd success back playing armstrong ,,,,,,,,,,,,"1,","1,"
157,0.048371855,2, location road door item time people running person i'm drink back pass drive house fly kiss open move staying order stop ,,,,,,,,,,,,"2,","2,"
158,1.37E-05,1, url win giveaway art year i'm philadelphia fire number surface kindle halloween enter mini museum kendall ibad water check family dollar ,,,,,,,,,,,,"1,","1,"
159,5.68E-05,2, family url rank love person friend friends people girl met age meet beautiful mammal true lost awesome found world time mom ,,,,,,,,,,,,"2,","2,"
160,7.09E-05,2, love i'm dance song laugh url songs family watching activity wink funny person reaction girl home watch letters location movie surprise ,,,,,,,,,,,,"2,","2,"
161,4.20E-06,0, letters url interested anabo foi meu experimente completer voce qual dos niall ama louis harry directioner zan quem officer tomlinson horan ,,,,,,,,,,,,"0,","0,"
162,1.27E-05,0, url boo didn't wide sign people dropping week point philly addawordruinamovie form david kitty honey genre case country gomez spent money ,,,,,,,,,,,,"0,","0,"
163,2.31E-05,2, twitter url email group account text send check bruce hacked gave sex message springsteen found band guys kate i'm direct leave ,,,,,,,,,,,,"2,","2,"
164,3.13E-05,2, day url happy special halloween beautiful it's birthday costume today perfect mammal love picture early enjoy national tbt hour food age ,,,,,,,,,,,,"2,","2,"
165,7.54E-06,0, url letters miley fox cnn join nbc abc wsj follow cyrus corrupts direction vend electrodomesticos pichincha sancarloscojedes pagas mercal fuero para ,,,,,,,,,,,,"0,","0,"
166,3.75E-05,1, url philly tonight city night order jersey center party location south concert show wells fargo tour direction year i'm tickets coming ,,,,,,,,,,,,"1,","1,"
167,7.94E-06,1, url android androidgames gameinsight i've fiction coins food collected project tribez finished harvested game application air jordan island location awesome toro ,,,,,,,,,,,,"1,","1,"
168,4.39E-05,1, show great call philly time today sports radio mike season enjoy support project love forward meet tonight win game eagles fans ,,,,,,,,,,,,"1,","1,"
169,4.03E-05,1, url order year night october wildwood stts open saturday sunday friday house party weekend september terror thursday search november place monday ,,,,,,,,,,,,"1,","1,"
170,2.04E-05,3, url health share project care important pain mental body calls event bad human inappropriate change patients term long chiropractic physical stress ,,,,,,,,,,,,"3,","3,"
171,1.53E-05,0, url philly rolltide espn check tide roll text ill witness tweetcap today abc eagles sports nfl college duce phillyinquirer tennessee yesterday's ,,,,,,,,,,,,"0,","0,"
172,2.18E-05,2, url beach i'm location photo water city bar house summer love seaside jersey miami garden shore favorite tuckerton show boardwalk street ,,,,,,,,,,,,"2,","2,"
173,8.10E-05,0, sixers game heat tonight win season team url people bynum andrew year order nba games flyers play classify ers mention night ,,,,,,,,,,,,"0,","0,"
174,0.130273506,2, i'm good love fan big man time guys back work show pretty sports hard awesome great people cool glad watching lol ,,,,,,,,,,,,"2,","2,"
175,1.10E-05,1, url film dead support coming mills inspiring vet travis quad amputee clothes earned revere level jacksonville reached indie island rim application ,,,,,,,,,,,,"1,","1,"
176,0.006798799,2, people ass man bad person family inappropriate female i'm laugh funny good appeal food taste girl changed sign running fun clothes ,,,,,,,,,,,,"2,","2,"
177,6.09E-05,1, url school job great students project location today kids schools philly people support jobs food giving songs service local order share ,,,,,,,,,,,,"1,","1,"
178,1.79E-05,1, url click photo lose ice word visit weight earn hockey today rink change person free minutes register answer weeks world giving ,,,,,,,,,,,,"1,","1,"
179,2.71E-05,1, sports url rank location play player golf nationality murray sport paul favorite school people club job project valley taking year team ,,,,,,,,,,,,"1,","1,"
180,1.04E-05,2, url alert client poweryoumedia@gmail.com dental interview author spencer news blue daily read thought informative expert implants treatment nowplaying hawes anderson surgery ,,,,,,,,,,,,"2,","2,"
181,1.61E-05,1, url location shows los review american city angeles man asipowersummit idol artwork beautiful starts live apple valley awesome pro simon check ,,,,,,,,,,,,"1,","1,"
182,0.001365234,1, url holy speak crap zimmerman language bad trial english anthony time george knew mario spanish speaking sandusky made problems drunk real ,,,,,,,,,,,,"1,","1,"
183,1.31E-05,1, company hip technology project tonight url philly native woman feat hop chops direction south lives carolina puerto jobs pass bottom parkway ,,,,,,,,,,,,"1,","1,"
184,1.01E-05,0, url today hey years score check bed earned clout ron tbt looked number double compare ago location good design live jon ,,,,,,,,,,,,"0,","0,"
185,2.83E-05,1, url job song music great video love rank listening watching movie channel i'm make favorite show country making talking dance cool ,,,,,,,,,,,,"1,","1,"
186,2.65E-05,2, url media social people great twitter updated road learning networking job email check tips lives review interview service group marketing location ,,,,,,,,,,,,"2,","2,"
187,1.27E-05,2, url day bible plan finished learning top verses tweet memorise quote experience favorite picsforq selfie order sellie kiss part body rt's ,,,,,,,,,,,,"2,","2,"
188,1.35E-05,0, url vote photo won year win activity swim voting home club nominated time congrats lost emmy award design vegas open truesdale ,,,,,,,,,,,,"0,","0,"
189,2.09E-05,0, url nfl josh football freeman chiefs texans nfl_australia game city smith tampa doug case bills browns mike steelers season terrell week ,,,,,,,,,,,,"0,","0,"
190,3.64E-05,2, url tonight great night time order location back fun meal unit coming show people awesome running date beverage family photos party ,,,,,,,,,,,,"2,","2,"
191,2.93E-05,2, url love lol girl family funny baby james sexy that's watching age kids picture awesome told wink born congrats hell jimmy ,,,,,,,,,,,,"2,","2,"
