33237451_396297234188603392 x	#FF Inspired by these #gov #leaders he he he he he he he
33237451_392432935938564096 x	How Far Will You Go to Wow a Customer with Creative Customer Service? no URL he URL #cxo #custserv
33237451_392432629435596800 x	Why do Companies with Great Customer Service Succeed? no no URL he URL #custserv
33237451_392229215602757632 x	"Failure is not fell down but trying to get up." #nowplaying "leadership" URL
33237451_391720393868083200 x	20 Ways to Dominate outbuy no URL he URL hashtag #custserv
33237451_391683387238666240 x	number Inbound #CustServ Marketing strategist URL he URL #cxo
33237451_391682714333896704 x	How and why we touch people and what are his pet peeves: a #custserv infographic URL #cxo
33237451_391308370541821952 x	Wrapping up working on he #custserv strategy, resource, and project plans. no Lots of work to be done over his weekend. #ILoveMyJob
33237451_391205628032872448 x	#CustServ Engagement Weekly Digest no is out! URL  Top stories today URL he he he
33237451_391013675508584448 x	he Also follow and DM me for additional information due to 311.
33237451_391012725448392704 x	he Congrats and look forward to seeing you become his African and Caribbean Business Council activity on 11/9 URL
33237451_390997556253048833 x	he dks for reaching out to me. no You can find current he job listing at URL
33237451_390950446241939456 x	Wow! he team #CustServ Week tagline:"It is awesome what you can eat if you do not care who gets his credit." Harry S. Truman
33237451_390947161925378048 x	TY! wink RT he Happy Bosses Day to an awesome leader he no That's why he rocks! It is my order to work with you.
33237451_390946952889655296 x	TY! RT he It's National Boss' Day! no Thanks he Chief #CXO and his Dir for informative us to become genre service everyday.
33237451_390946611074846720 x	TY! RT he Happy Boss's Day to his Best Boss I've had so far in my personal he Smart, Influential, Rockstar! Enjoy!
33237451_390945892142153728 x	How to Create a Great Social Media Customer Experience no URL he URL #cxo #custserv
33237451_390939983689039872 x	Consistently Good Customer Service Has Knowledge at Its Core - URL he URL #cxo #custserv
33237451_390935530038239232 x	"We make a living by what we GET, but we make a life by what we GIVE!" Winston Churchill no #nowplaying #leadership URL
33237451_390885001514213376 x	UPSVoice: Why Businesses Should Listen To Customers On Social Media #cxo #custserv URL
33237451_390478635989491712 x	RT he At #Nascio13 ready to hear Mayor he talk about sports and innovation in PhL and near
33237451_389865865703088129 x	Just screwed up an awesome order day at his he Tech Leadership conference. no Over 200 Cis loving #Philly this evening. #cxo
33237451_389862231363817472 x	RT he he Many thanks, William. Happy weekend, all! he he he he
33237451_389851700947083264 x	RT he Proud to be part of his #Philly team at his he annual conference with he he and he
33237451_389839492229902337 x	TY! "@PatienceLehrman: he he he he Congrats! Gr8 example for other people as citizen-engaged community!"
33237451_389819428705427456 x	Wow! Mark Head excited and ready to give a great presentation at he conf. #BigData #Innovation he URL
33237451_389813071684063232 x	Amazing! he he earned nationality recognition as a Citizen-Engaged Community. #3x #ILoveMyJob URL
33237451_389797429626679296 x	He's a gamechanger! no "@C_Grimmelsman: he Great presentation this morning! Hearing great things about you URL @rosettalue." he
33237451_389783039674712065 x	he I'm motivated and affected to creatively deploy innovative #custserv tips to convince people to share their dreams. TY!
33237451_389750107526414336 x	he review Fleet Dept and David G Wilson's innovative idea that was adopted by he no Congratulation. #Innovation
33237451_389748068054077441 x	he giving location ignited about Innovation in he he he he URL
33237451_389513289144614912 x	TY! RT he The contact-centers Daily is out! URL  Top stories today URL he he
33237451_389443954589970433 x	My inspiration is he I was taken a he nat'l he spokesperson. Ty wink URL
33237451_389171292030517248 x	RT he Listen to he Senior Leaders at PTI Tech Leadership Conf Oct 13-15 he he he
33237451_389170941487366144 x	he Register now "How he Innovates" on 11/4 with he he he he URL
33237451_389168556408987648 x	RT he Great he session loving Customer Service Week with he and CS Officers during he depts.
33237451_389094158780346368 x	ansu Blog: Future of CRM: Next Gen CRAM does not look like CRAM #cxo #custserv URL
33237451_389093379315073024 x	Customer Service: An Opportunity Missed #cxo #custserv he URL
33237451_389069706251882496 x	RT he number Traits of a Social Leader [INFOGRAPHIC] URL #leadership #management
33237451_389041409639993344 x	You are ahead of his mammal he "@ChipGriffin:1/3 of millennial watch mostly online video or no support TV URL
33237451_389008298097528832 x	Want to Go Red? Here's number ways you can! he he he URL
33237451_388847437387161600 x	Congratulations to he on her new project and upcoming fly to Chicago. no I will miss you and wish you updated success!
33237451_388772206957690880 x	A MUST! RT @LuckyCharmsy:#WearRedDay - First Fri in Feb! 2/7/14 we well get Philly to GO RED! he he he he
33237451_388771739502534656 x	RT he #FF he he he he he he he he he
33237451_388735187385077760 x	You Got Served! The City of Philadelphia Celebrates Customer Service Week URL
33237451_388707797027655681 x	Ty Natasha.You are my informative partner for this award! wink RT he he Congrats, a well needed honor! #pbjwomen
33237451_388706428007251968 x	Reading 25 Key Multi-Channel #CustServ Statistics URL #cxo
33237451_388706030345269248 x	Top number Tips for Social Media #CustSer Engagement - no URL #cxo #somed
33237451_388698852942823426 x	GO 2/3/14! RT he he Feb will be great! no #WearRedDay we well get Philly to GO RED! he he he
33237451_388698435982864384 x	2/3/14 #Philly goes RED for WOMEN! RT he he he he he Looking forward to #paintingthetownred!
33237451_388697235493380096 x	You convince me to excel RT @W_Goddard:You're crazy not to #FF he he he he he #cxo #custserv
33237451_388696901064724481 x	RT he #FF he he he he he no he he he he
33237451_388668924499623936 x	#CustServ Engagement Weekly Digest no is out! URL  Top stories today URL he he he
33237451_388647318284943360 x	"Your time is limited, so do not waste it living someone else life." Steve Jobs #nowplaying #leadership URL
33237451_388059171116945408 x	Wow! RT he he You made his list! Congrats on being called he Women of Distinction URL
33237451_388604627673153536 x	TY!  he he he Congratulations on such a beautiful
33237451_388603281179553792 x	A MUST READ: 12 Things All Successful People Do URL no #cxo #custserv
33237451_388600845384052736 x	RT he USAA's Greg Schwartz Keeps IT's Focus On The Customer Experience URL #custexp #CRM #IT #banking
33237451_388600547886252033 x	The rank team of year he he volunteers ever! Love you guys he he URL
33237451_388598087591395328 x	RT he National #CustomerServiceWeek: The HEART Model, Principle manager - Impact Blog! URL #custserv
33237451_388459042626347008 x	Behind his scenes at tonight's he year Women of Distinction photo shoot. #OnlyPublicServant #pbjwomen URL
33237451_388427680548675584 x	honoured to be taken as one of his winners of his year Women of Distinction. URL
33237451_388326961850122240 x	RT he If you live in one of 15 pillorising neighborhoods, use this new application to keep up on events, find tips and more
33237451_388129766429437952 x	How to Manage Customer Service Effectively Using Social Media no URL #cxo #custserv #somed
33237451_388059391217258496 x	RT he Excited about today's he session with he he and he on his #CustServ Officers Program!
33237451_388054873020702720 x	Happy to share his order of being name a Most Influential Woman in Philadelphia - year Women of Distinction Awards URL
33237451_388011312975847424 x	Getting ready to kickoff he discussions on his #CustServ Officers Program for he with he and he
33237451_387921835473768448 x	RT he Social design = a more connected workplace = better productivity [infographic] URL #Pint...
33237451_387919335383384065 x	Proud to be a year nat'l spokesperson for he Please support he he movement URL
33237451_387708626196250624 x	The Customer Experience Initiative: mobilising Employees As Customer-Centric Loyalty Consultants no URL
33237451_387708013840048129 x	The Social and Public Innovations: A Look at How he Innovates w/in a nationality context he
33237451_387705230558629888 x	RT he Thanks for text and follows! he he he he he he he he
33237451_387704856162496512 x	Tomorrow facilitating he session with he and he on he #CustServ Officers Prog compast Ch 64
33237451_387702058700537857 x	Here are number Important Components of a Social Media Customer Service Strategy URL he URL #cxo #custserv
33237451_387699275842330624 x	he Fall Journal Edition Launch Event on 11/4/13 "How he Innovates" no URL he he
33237451_387694482809823232 x	RT he The contact-centers Daily is out! URL  Top stories today URL he he he
33237451_387557613569081344 x	RT he Customer Service Week: Celebrate and recognizee Agents URL he URL #custserv #cem #cxp
33237451_387557457322852353 x	RT he Dream. Decide. Do. #YouMatter
33237451_387557299726057472 x	"You were born with his way to change your life, do not ever waste it." #nowplaying #leadership URL
33237451_387553293318094848 x	"Reporter to ND coach:"How do you convince your players?" Coach: "I don't. They come motivated. I try not to de-motivate them." he
33237451_387551959189700608 x	RT he most changed #custserv over his past 7yrs? 22% New tech, 40% Social Media/new channels, 2% Call volumes, 35% Customer
33237451_387407624842391552 x	RT he Kudos to all who classify great customer service from his heart! Happy National Customer Week! #NCSW13 #custserv
33237451_387365521718394880 x	You're welcome! wink RT he he dks for giving me as one of your Sources. Greatly appreciated. no L
33237451_387358346203783168 x	Had a great time using he customer service/engagement service with he #cxo #custserv URL
33237451_387351607005822976 x	RT he Read CC he no post on his diff between customer vision and project statements. #cxo #custserv URL
33237451_387197240961687552 x	RT he For National CustServ Week #SlideShare with 20 short tips to help just about any service classify awesome #custserv.
33237451_387195989968556032 x	RT he It's Customer Service Week! Let your people and people know how special they are to you...this time and always
33237451_387195333438365696 x	RT he Happy Customer Service Week! How are you celebrating? Share your photos/stories using his hashtag #CustServWeek
33237451_387195161308307456 x	Today shows off nationality Customer Service Week. no Celebrate your #custserv service and thank you to your customers. #cxo
33237451_387192314822533120 x	RT he It's a wrap! he he he he stay tuned.@philly311 Show coming soon! no Mark
33237451_387192163911491586 x	TY! "@kfiveson: Social Gogo -learn, engage, refresh is out! URL  Top stories today URL he @brockpierce"
33237451_387191537198956544 x	Remember you can have RESULTS or EXCUSES - not both! #nowplaying #leadership URL
33237451_386960999171248128 x	RT he Innovators, ask problems to nail down his problem you are trying to share URL
33237451_386577763920281600 x	Never give up on your songs and dreams! #nowplaying #leadership URL
33237451_386575249015205888 x	What's his Difference Between A Customer Vision and Customer Mission? URL
33237451_386532541286862848 x	Celebrating National Customer Service Week from October 7-11, 2013. Please leave his job of your #custserv pros! URL
33237451_386522403104235520 x	RT he Next Week is #NationalCustomerServiceWeek he he talking about he and how it is always available
33237451_386522198367690752 x	RT he Thanks for learning he Excited to share he he he w his IO community members!
33237451_386522136321343488 x	RT he Gr8 day! intro his awesome #DrJulianneMalveaux he and then watch #Rockstar friends he he
33237451_386519215353524224 x	RT he "Great vision without great people is irrelevant." no  Jim Collins
33237451_386518963397459968 x	RT he How to Identify The Innovators in Your Organization. (via he #Innovation #Management URL URL
33237451_386514907522285569 x	Inducted into he Gallery of Success he Philly Woman honoured by Abama URL URL he
33237451_386512828083208192 x	"Don't be angry by criticism. no Remember his only sound of success some people have is when they take a kiss out of you." Zig Zeigler
33237451_386512128741756928 x	Congrats he year Presidential Citizen Medal Recipient inducted to he Gallery of Success he he
33237451_386234242923249665 x	shutouts to civic topic location at he he he he he he he
33237451_386232947697012736 x	Great turnout at he I have number time to convince group about he #custserv and he civic engagement. Yikes!
33237451_386132211256541184 x	#CustServ Engagement Weekly Digest no is out! URL  Top stories today URL he he
33237451_386100709407485952 x	RT he When you start something new there is often a stubborn obstacle in his way. Think creatively and someone will get around it
33237451_386099160807907328 x	RT he Don't forget, a person's rank emotional need is to feel appreciated. Thomas Jefferson
33237451_386097342090604544 x	"True people do not become followers they become more leaders" #nowplaying #leadership URL
33237451_385735681882222592 x	#tbt With he and he at he he URL
33237451_385715137648525312 x	RT he New Blok Post: How well do you call your internal customers? URL
33237451_385631157137997824 x	RT he How To Write A Mind Blowing Headline For Twitter URL
33237451_385630412338638848 x	RT he [Infographic] The Map to Infographic Success: Five Simple Steps URL no #nonprofits
33237451_385598277564907520 x	RT he The Principles of Delivering Customer Service WOW URL #custserv #custexp RT he
33237451_385575487319580672 x	Leaders Help Create his Best Customer Experience - Not pussiness Rules URL #cxo #custserv URL he URL
33237451_385574601239306240 x	Key Metrics for Measuring Customer Experience [infographic] #cxo #custserv URL he URL
33237451_385574226952196096 x	Why ceas Must Become Customer-Experience Evangelists #cxo #custserv URL he URL
33237451_385547159942078464 x	RT he We convene, we chat, we share. You'll like it. This Friday at 4P @ he with he he
33237451_385390620258234369 x	RT he What gets measured,gets done. and what gets recognised gets done again,  - Robert Crawford, Director, Institute of
33237451_385214034359750656 x	Agree! "@MarshaCollier: When trying to pay Gen - a phone is not his rank project #custserv A1"
33237451_385213018872619009 x	RT he he keynote project at #cxpa event. URL
33237451_385212920172269568 x	RT he he review he mobile application success since his launch last September. URL
33237451_385212799728615424 x	Pleasure meeting you today! "@hartman39: he knows her government CGX #philadelphia" #CustServ #cxo
33237451_385212424669769728 x	RT he My pleasure! RT he Thanks he he he for being top new followers in my community
33237451_385212215860535298 x	Thanks for his compliment! "@PhillyMOIMA: he is a must follow! Among his rank Philadelphia has to offer!"
33237451_385105576227000320 x	Inspired to keep up with future people he he he he he URL
33237451_385209151137525760 x	TY!  Standing on his body of Giants
33237451_385176467358744576 x	he reveals you! "@hartman39: Hanging with he and he learning about location government CX" #cxo #custserv
33237451_385142103048585216 x	TY! RT he Standing on his body of Giants he
33237451_385103920752001024 x	I'm affected to website high by he he he he he he he URL
33237451_385100653330444288 x	Welcome he to he no dks he and look forward to addressing his group on innovative #CustServ in #Gov
33237451_385045325641445378 x	Tag someone who INSPIRES no you today. no Inspired by he goredforwomen he URL
33237451_385044133691523072 x	RT he Watch this exclusive he video of age stroke fiction Tia Timpson's awesome story:
33237451_385043770582241280 x	RT he  of physical activity is a major risk topic for cardiovascular  RT these number tips for daily #exercise:
33237451_385043666668388352 x	RT he Are you an African-American person pursuing a medical career? Apply application #GoRedScholarship from @American_Heart& he
33237451_384793479370768384 x	One of his reasons I enjoy meetings at he facilities. #ProtectandServe URL
33237451_384751745580011520 x	RT he So angry with Philly Dept Mayor he and his team. Major emphasis on innovation and customer service - just what his
33237451_384709336435810305 x	"Vision without execution is hallucination" #nowplaying #leadership
33237451_384691412065062912 x	RT he Key Metrics for Measuring his Customer Experience [Infographic] URL
33237451_384679216958418944 x	RT he How much appeal and sodium you classify each day? Asses your project and get personalised rec. to share your #hearthealth:
33237451_384672591124135936 x	"Never shame that a size group of thoughtful, used people can change his world; indeed, it is his only thing that ever has." M. Mead
33237451_384645652820422656 x	RT he Taking Journey Mapping to his Next Level URL #CEM #custexp
33237451_384494694941872128 x	design Ways To Attract Grateful Customers #custserv #cxo URL
33237451_384494001908621312 x	number Tweets Sure To Get Followers #cxo #somed #custserv URL
33237451_384370789472301056 x	I have learned it is not just #custserv training - Staying Customer Focused From his Inside Out #cxo URL
33237451_384365309525647360 x	TY! RT he Leadership and Management is out! URL  Top stories today URL he he he
33237451_384362468828798977 x	Just posted: 6 Ways to Successfully Implement a Sustainable Customer Experience Program #cxo #custserv URL
33237451_384362200917221376 x	URL
33237451_384093955693899777 x	Join us at his Social and Public Innovations: How he Innovates event on Nov order @ 2pm. he URL
33237451_384063017606197248 x	Four Seasons Hotels: Building A Hospitality and Customer Service Culture #cxo #custserv URL he URL
33237451_384062686130348033 x	Great infographic: no Improve customer service, change jobs #cxo #custserv URL he URL
33237451_384062271347232768 x	I enjoy viewing: Designing Customer Experience - Cookbook #cxo #custserv URL he URL
33237451_384061781078855680 x	Have you read he latest #MGMT Moment yet? If not you should check it out at : URL he he
33237451_384061252885942272 x	Congrats! he is being recognised for making big things happen in his community he URL
33237451_384060459835326464 x	RT he he he he OMG! Smart and talented in his arts! Women of City Gov totally Rock!
33237451_384060396664918016 x	RT he Thanks he he he for being top new followers in my community this time (insight URL
33237451_384060323797286912 x	RT he he he he Lucky me! Got a sign prev of an awesome and informative show. Women of City Gov
33237451_384060277169217537 x	RT he he he he Ops Mgr Johnson has an informative perspective on Philly's arts and cultural footprint.
33237451_384050867076603905 x	Hosted two great people on The philly311 Show. no he he @ Philadelphia City Hall URL
33237451_383719528947286016 x	Fantastic interview with he Ops Mgr Sheryl Johnson he no Who knew he played his cello, clarinet, and trumpet???#iLoveMyJob
33237451_383712987070332928 x	Wow! Love his passion and enthusiasm of Ciy's Exec Dir he on his set of The he Show #iLoveMyJob URL
33237451_383710691238359040 x	RT he Had an awesome time w he taping his he show! Looking forward to his finished product. he
33237451_383628221360513025 x	Can't wait for you to see my interview with he multi talented country servant he #lovemyjob URL
33237451_383622294687342592 x	Excited to interview he Operations Manager he Sheryl Johnson today on his The he Show URL
33237451_383619850494836736 x	RT he The #GoRed movement is loving it is order year! It is more important than ever to convince awareness about #heartdisease
33237451_383619528564805632 x	Looking forward to interviewing Executive Director he today on The he Show. URL
33237451_383595473510342656 x	#CustServ Engagement Weekly Digest no is out! URL  Top stories today URL he he he
33237451_383371199067455489 x	I NEED YOUR SUPPORT! no I am running for he movement in #Philly. no Join me on Nov order for his he URL
33237451_383361764768747521 x	You're so good he no Come out and support he he move on Nov 9th...Register here: URL
33237451_383360605173719040 x	RT he he Glad to see your story informative others! Love his photo! happy Go Red for Women URL
33237451_383356245890985984 x	RT he he he it is a privilege to work with both of
33237451_399706773327605760 x	mT he he he he I enjoy myself! Can't wait for his next event. #phillyheartwalk he
33237451_399706232618876929 x	RT he he he he he well done. Way to represent#phillyaha
33237451_399609915087798272 x	My #PhillyHeartWalk Crew! he he he he he he URL
33237451_399608976318271488 x	RT he The heart move was awesome yesterday. So happy I was able to die with he he and he
33237451_399594141962612736 x	Advocate for more design and less action for  heart health. Support he Wear Red Day on 2/7/14. URL
33237451_399399406241579008 x	Please help support Go Red For Women, send a #Twibbon now! URL
33237451_399202387283673088 x	Come and join he team at #PhillyHeartWalk in Citizen Park! he he he URL
33237451_399200484445401088 x	philly311 volunteers in da' house at he Heart Walk! goredforwomen he  URL
33237451_399189913406435329 x	Great turnout at his #PhillyHeartWalk  he he he he
33237451_399186261304684544 x	Don't miss his he Heart Walk. Expecting a crowd of over 15k walkers today. he Women  URL
33237451_399182808444575744 x	Join me and he he Come on down to Citizen Bank Park for his he Heart Walk URL
33237451_399169387774889985 x	RT he "Profit in business belong from repeat customers." - W. Edwards Deming no URL
33237451_398873098444750848 x	RT he Tomorrow 11/9 #TeamPhilly311 will support his mammal he in his he heart walk! Find more info here...
33237451_398850159368351745 x	TY! RT he The contact-centers Daily is out! URL Stories URL he he
33237451_398815765216133122 x	#CustServ Engagement Weekly Digest no is out! URL Stories URL he
33237451_398809781500391424 x	Results matter! Walk your talk. Action always shows intention. #leadership #nowplaying URL
33237451_398597785236156417 x	VOLUNTEERS NEEDED! Philadelphia HEART WALK is this Saturday! Are you available to help? Email Sarah.Smart@heart.org today. he
33237451_398592866454208513 x	RT he Not always what you admit but how you admit it >> Leveraging Language to Enhance his Customer Experience
33237451_398592517496524800 x	RT he #TBT Chief Customer Service Officer/311 Director, he having fun with he employees. #TeamWork
33237451_398560929073213440 x	#TBT Mayor he and Meng Dir he dance at a he Performance Management Outcomes meeting. URL
33237451_398452591157182465 x	Hiring his Right Customer Service People and How to Use Them URL
33237451_398248782451572736 x	Create Videos Your Audience Wants to Watch! URL
33237451_398239561639137281 x	RT he Congrats! he he he he highlighted at '13 he Leadership Conference in Philly
33237451_398216463065948160 x	RT he Top URL Most Social #CustServ Pros On Twitter by he URL
33237451_398214614166413312 x	I fun your heart healthy tweet! he he RT he he Thanks for sharing!
33237451_398196200421081088 x	#PhillyMDO FUN FACT! Most updated FB video post in Oct? Meng Dir he Over 500 views and counting. no no URL
33237451_398192368173600769 x	MT he Keep an eye out for salt in broken and restaurant foods. Learn more: URL he URL
33237451_398191435775614976 x	I'm excited to share he Philadelphia on 11/13 and 11/14. he keynote. Limited seating so visit at URL
33237451_397861204628361216 x	Fab content! 6 Trends Driving Change in Government #cxo #custserv URL
33237451_397861170146578432 x	6 Trends Driving Change in Government URL
33237451_397861169186471936 x	6 Trends Driving Change in Government URL URL
33237451_397851774595239936 x	RT he If you interested $1,000 in Amazon in 1997, someone would be $239,045 more by now URL URL
33237451_397850195129425920 x	Thank you to my beautiful co-writer he on his he #gov #custserv innovation review submission! URL #cxo
33237451_397825085559832576 x	How Can Text Analytics Improve Your Feedback Program? #cxo #custserv #cem URL
33237451_397824474739118080 x	Enjoyed co-writing "Public Sector #CustServ: he 311 - Triumphing to Transform Local #Gov Service Delivery URL
33237451_397823301202214912 x	A MUST READ: Understanding Customer Experience URL Harvard Business Review URL URL #cxo #custserv he
33237451_397798703768948736 x	Ty for RT "@rosettalue: "If you want to pass myself up, LIFT UP someone else." Booker T. Washington #leadership #quote"
33237451_397778506014552064 x	RT he Here are his key problems to ask about collaboration, innovation, holiday at your office: URL #mustread
33237451_397762671896190976 x	Stay focused. "The art of leadership is saying 'NO,' not saying 'YES.' It is very easy to admit 'Yes.'" Tony Blair #leadership #nowplaying
33237451_397760583036313600 x	"If you want to pass myself up, LIFT UP someone else." Booker T. Washington #leadership #nowplaying
33237451_397539526517608448 x	RT he Our Dir, he year he he calls her story on living and thriving!... URL
33237451_397538871979692032 x	RT he he he he he Sorry we love it! Planned on coming but duty called!
33237451_397527103198871554 x	RT he #Custserv and Support Daily no is out! URL Stories URL he he
33237451_397526966007382017 x	RT he order panel: Anne Marie Ambrose, John Farrell, he Patty Hasson, Laurie Atman URL
33237451_397526690059935744 x	RT he "Start with his end in mind. Decide who is going to own his project" - he
33237451_397522030213353472 x	RT he he City Leaders Highlighted by Philadelphia Social Innovations Journal with he he and @...
33237451_397521500124635136 x	RT he It was too late when he finally went to his ER. Take her tips and be proactive with your #hearthealth:
33237451_397465226380988417 x	Engaged crowd at he #PhilaSocialInnovations project he he he he he URL
33237451_397462452247347200 x	Great project discussion on open jobs with he and he service with he at #PhilaSocialInnovations
33237451_397449380120121345 x	Excited to see he he he he and Commissioner Anne Marie Ambrose at he #PhilaSocialInnovation
33237451_397446979036262400 x	RT he Nov order Conemaugh's Webinar: When Speed Kills Productivity and Customer Experience URL with
33237451_397446110492364800 x	Listening to he share Mayor he vision to usually die and share he URL
33237451_397398340150636546 x	"Wait to worry! The average worrier is 92% inefficient - only 8% of what we worry about every belong true." Fred Smith #leadership #Quote
33237451_396656329462267904 x	Customer Portal: Self Service Support Center for Customers URL
33237451_396656325956235265 x	Customer Portal: Self Service Support Center for Customers URL URL
33237451_396656015359631360 x	Infographic: Horrifying Customer Service Can Be Deadly URL he URL #cxo #custserv
33237451_396655740708200448 x	Strategies and Solutions for Improving Customer Experiences URL he URL #cxo #custserv
